,transcript,MiSeqSFPQc.csv,MiSeqNONOc.csv,HuRc_conversionc,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
360,uc009xhq.3,['G407.1' 'G409.1' 'G413.1' 'G416.1' 'G421.1' 'G425.1'],['G318.1' 'G323.1' 'G339.1' 'G340.1'],,uc009xhq.3,chr10,-,1223252,1779670,1229132,1779344,10,"1223252,1230800,1245905,1262890,1279635,1284193,1313149,1405222,1421268,1779244,","1229309,1230979,1246087,1263059,1279787,1284362,1313264,1406112,1421355,1779670,",Q9NS39,uc009xhq.3,9402,uc009xhq.3,NM_018702,Q9NS39,RED2_HUMAN,ADARB2,NM_018702,NP_061172,"Homo sapiens adenosine deaminase, RNA-specific, B2 (non-functional) (ADARB2), mRNA.",,
361,uc002nvg.2,['G1634.1' 'G1634.2' 'G1637.1'],['G1312.1' 'G1315.1' 'G1315.2' 'G1315.3' 'G1315.4' 'G1315.5' 'G1315.6'],,uc002nvg.2,chr19,+,34856031,34893318,34856171,34890941,18,"34856031,34857249,34857687,34859487,34868407,34868639,34869838,34870422,34872370,34884152,34884632,34884818,34887205,34887485,34890111,34890460,34890623,34890805,","34856293,34857340,34857756,34859607,34868491,34868786,34869910,34870467,34872424,34884213,34884676,34884971,34887335,34887562,34890240,34890536,34890690,34893318,",P06744,uc002nvg.2,36484,uc002nvg.2,NM_000175,P06744,G6PI_HUMAN,GPI,NM_000175,NP_000166,"Homo sapiens glucose-6-phosphate isomerase (GPI), transcript variant 2, mRNA.",,
362,uc010osu.2,['G235.1' 'G235.2' 'G235.3' 'G235.4'],['G202.1'],['G326.1' 'G326.2' 'G326.3'],uc010osu.2,chr1,-,91726322,91870426,91726846,91845703,35,"91726322,91727797,91728037,91731573,91733301,91739268,91740286,91742184,91742538,91778905,91779513,91781371,91781657,91781947,91784634,91784849,91788506,91788649,91790231,91808986,91812985,91816294,91817105,91818062,91818607,91818812,91840914,91841083,91843581,91843959,91844619,91845660,91846468,91866568,91870354,","91726916,91727949,91728149,91731664,91733412,91739372,91740366,91742300,91742619,91779052,91779617,91781529,91781741,91782033,91784766,91784947,91788554,91788756,91790323,91809067,91813033,91816428,91817200,91818208,91818709,91818856,91841003,91841284,91843740,91844037,91844771,91845793,91846486,91866666,91870426,",A2PYH4,uc010osu.2,5551,uc010osu.2,AK302582,A2PYH4,HFM1_HUMAN,HFM1,,,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
363,uc021qvg.1,['G877.1' 'G878.1'],['G729.1'],,uc021qvg.1,chr12,-,11033559,11324224,11033559,11033559,7,"11033559,11034815,11035150,11035659,11126253,11199618,11324020,","11033655,11035087,11035297,11035695,11126320,11199787,11324224,",uc021qvg.1,,17757,uc021qvg.1,AB593029,,,PRH1-PRR4,,,"Homo sapiens PRH1-PRR4 readthrough (PRH1-PRR4), non-coding RNA.",,
364,uc004ces.3,['G3653.1'],,,uc004ces.3,chr9,-,136627015,136857446,136629183,136857400,30,"136627015,136633563,136634538,136635499,136637080,136640056,136641149,136642510,136643883,136645039,136645815,136648624,136649438,136650897,136652367,136653475,136654379,136656904,136660789,136661550,136662831,136671202,136672379,136674161,136675312,136677235,136699393,136726495,136804224,136857196,","136629231,136633718,136634625,136635623,136637168,136640173,136641202,136642585,136644011,136645061,136645832,136648713,136649540,136651007,136652382,136653608,136654465,136656991,136660858,136661646,136662931,136671303,136672448,136674260,136675327,136677338,136699462,136726554,136804341,136857446,",P52735,uc004ces.3,77357,uc004ces.3,NM_001134398,P52735,VAV2_HUMAN,VAV2,NM_001134398,NP_001127870,"Homo sapiens vav 2 guanine nucleotide exchange factor (VAV2), transcript variant 1, mRNA.",,
365,uc010shj.2,['G878.1'],,,uc010shj.2,chr12,-,11174270,11175170,11174270,11175170,1,"11174270,","11175170,",P59542,uc010shj.2,17765,uc010shj.2,NM_176888,P59542,T2R19_HUMAN,TAS2R19,NM_176888,NP_795369,"Homo sapiens taste receptor, type 2, member 19 (TAS2R19), mRNA.",,
366,uc031rcv.1,['G1438.1'],,,uc031rcv.1,chr17,+,44590075,44627209,44590078,44627209,7,"44590075,44594727,44597577,44600449,44601169,44623620,44625677,","44592687,44594799,44597649,44600521,44601250,44623739,44627209,",A6NM11,uc031rcv.1,31077,uc031rcv.1,JQ790628,A6NM11,L37A2_HUMAN,LRRC37A2,NM_001006607,NP_001006608,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
367,uc011lof.1,['G3610.1'],,,uc011lof.1,chr9,-,33923376,34048885,33923377,33998847,25,"33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,33935836,33941646,33943417,33944362,33948371,33953282,33956076,33960823,33963723,33971648,33973180,33986757,33988970,33998784,34011624,34017047,34048822,","33923476,33923998,33924282,33926662,33927078,33927990,33932626,33933626,33935876,33941860,33943587,33944637,33948585,33953472,33956144,33960876,33963789,33971752,33973235,33986835,33989124,33998862,34011662,34017187,34048885,",Q5T6F2,uc011lof.1,76149,uc011lof.1,AK294952,Q5T6F2,UBAP2_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
368,uc031rcn.1,['G1438.1'],,,uc031rcn.1,chr17,+,44590075,44627209,44590078,44627209,4,"44590075,44594727,44623620,44625677,","44592687,44594799,44623739,44627209,",A6NM11,uc031rcn.1,31085,uc031rcn.1,JQ790718,A6NM11,L37A2_HUMAN,LRRC37A2,NM_001006607,NP_001006608,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
369,uc010ymq.2,['G1746.1'],,,uc010ymq.2,chr2,+,30670136,30867091,30748456,30863485,8,"30670136,30682417,30699267,30748452,30755981,30785011,30790925,30862982,","30670249,30682588,30699501,30748621,30756180,30785158,30791042,30867091,",NP_001002257,uc010ymq.2,40517,uc010ymq.2,AK302562,Q6UWP7,LCLT1_HUMAN,LCLAT1,NM_001002257,NP_001002257,"Homo sapiens lysocardiolipin acyltransferase 1 (LCLAT1), transcript variant 1, mRNA.",,
370,uc031rcl.1,['G1438.1'],,,uc031rcl.1,chr17,+,44590075,44627209,44590078,44627209,5,"44590075,44594727,44597577,44623620,44625677,","44592687,44594799,44597649,44623739,44627209,",A6NM11,uc031rcl.1,31082,uc031rcl.1,JQ790665,A6NM11,L37A2_HUMAN,LRRC37A2,NM_001006607,NP_001006608,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
371,uc003jeu.2,['G2602.1' 'G2603.1'],,['G3912.1'],uc003jeu.2,chr5,+,10353750,10440500,10402104,10433796,25,"10353750,10377909,10378870,10381911,10387105,10390443,10391653,10394193,10394864,10397404,10400895,10402495,10402644,10403518,10405669,10407213,10410250,10411444,10414544,10415599,10417381,10423846,10426501,10430004,10433705,","10354029,10378006,10378944,10382055,10387178,10390612,10391843,10394255,10394897,10397456,10402251,10402564,10402719,10403653,10405789,10407314,10410388,10411649,10414614,10415781,10417516,10423936,10426634,10430140,10440500,",O60337,uc003jeu.2,57046,uc003jeu.2,BC111494,O60337,MARH6_HUMAN,MARCH6,,,"Homo sapiens membrane-associated ring finger (C3HC4) 6, E3 ubiquitin protein ligase (MARCH6), transcript variant 1, mRNA.",,
372,uc011lod.1,['G3610.1'],,,uc011lod.1,chr9,-,33921690,34048885,33922501,33963735,25,"33921690,33922684,33922963,33923183,33923376,33923792,33924203,33926614,33926986,33927794,33932559,33933487,33935836,33941646,33943417,33944362,33948371,33953282,33960823,33963723,33986757,33988970,33996220,33998784,34048822,","33922597,33922876,33923031,33923291,33923476,33923998,33924282,33926662,33927078,33927990,33932626,33933626,33935876,33941860,33943587,33944637,33948585,33953472,33960876,33963789,33986835,33989124,33996331,33998862,34048885,",A6NCA8,uc011lod.1,76148,uc011lod.1,AK303493,A6NCA8,A6NCA8_HUMAN,UBAP2,,,"Homo sapiens ubiquitin associated protein 2 (UBAP2), mRNA.",,
373,uc003wwt.3,['G3278.1' 'G3279.1' 'G3283.1'],['G2652.1'],,uc003wwt.3,chr8,+,15397595,15624158,15397939,15615318,11,"15397595,15480588,15508205,15517015,15519664,15531255,15588174,15601046,15605883,15615299,15621711,","15398077,15480758,15508323,15517156,15519805,15531345,15588238,15601121,15605974,15615364,15624158,",Q13454,uc003wwt.3,72021,uc003wwt.3,NM_006765,Q13454,TUSC3_HUMAN,TUSC3,NM_006765,NP_006756,"Homo sapiens tumor suppressor candidate 3 (TUSC3), transcript variant 1, mRNA.",,
374,uc003guq.4,['G2417.1'],,,uc003guq.4,chr4,+,39699758,39784410,39776463,39780054,7,"39699758,39739039,39747371,39757276,39776453,39779301,39779979,","39699922,39739133,39747430,39757359,39776553,39779430,39784410,",B3KSH4,uc003guq.4,54537,uc003guq.4,AK093533,B3KSH4,B3KSH4_HUMAN,UBE2K,NM_005339,NP_005330,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 1, mRNA.",,
375,uc003pel.3,['G2858.1'],,['G4361.1' 'G4362.1' 'G4364.1' 'G4365.1'],uc003pel.3,chr6,+,64281919,64293489,64286785,64290079,6,"64281919,64286340,64288341,64288802,64289161,64289961,","64282624,64286890,64288434,64288933,64289236,64293489,",Q93096,uc003pel.3,61424,uc003pel.3,NM_003463,Q93096,TP4A1_HUMAN,PTP4A1,NM_003463,NP_003454,"Homo sapiens protein tyrosine phosphatase type IVA, member 1 (PTP4A1), mRNA.",,
376,uc021sht.1,['G1167.1' 'G1168.1'],['G965.1'],,uc021sht.1,chr15,+,30950919,31065209,30950919,30950919,5,"30950919,31008422,31040778,31042604,31060060,","30951047,31008545,31040873,31042759,31065209,",uc021sht.1,,23629,uc021sht.1,NR_038254,,,LOC100288637,NR_038254,,"Homo sapiens OTU domain containing 7A pseudogene (LOC100288637), transcript variant 2, non-coding RNA.",,
377,uc003gus.4,['G2417.1'],,,uc003gus.4,chr4,+,39699663,39784410,39699947,39780054,6,"39699663,39739039,39747371,39757276,39776453,39779979,","39700010,39739133,39747430,39757359,39776553,39784410,",C9JGP1,uc003gus.4,54535,uc003gus.4,NM_001111112,C9JGP1,C9JGP1_HUMAN,UBE2K,NM_001111112,NP_001104582,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 2, mRNA.",,
378,uc010snv.2,['G827.1'],,,uc010snv.2,chr12,+,53400061,53435993,53400267,53434007,14,"53400061,53410256,53412581,53415589,53416276,53421565,53421798,53427589,53428395,53431192,53432139,53433021,53433413,53433926,","53400280,53410394,53412790,53415644,53416411,53421703,53421972,53427818,53428493,53431406,53432195,53433127,53433486,53435993,",B4DS13,uc010snv.2,16327,uc010snv.2,AK299526,B4DS13,B4DS13_HUMAN,EIF4B,NM_001417,NP_001408,"Homo sapiens eukaryotic translation initiation factor 4B (EIF4B), mRNA.",,
379,uc001iij.3,['G320.1'],,,uc001iij.3,chr10,+,5726800,5805703,5762605,5804995,21,"5726800,5754785,5759621,5762506,5762717,5762833,5765639,5766392,5768847,5769023,5772449,5777266,5781580,5784059,5788141,5798575,5799482,5800849,5803252,5804494,5804991,","5727138,5754881,5759713,5762631,5762737,5762933,5765740,5766496,5768920,5769086,5773166,5777509,5782460,5784489,5791990,5798701,5799636,5800955,5803434,5804609,5805703,",NP_060252,uc001iij.3,7805,uc001iij.3,NM_017782,Q5VWN6,F208B_HUMAN,FAM208B,NM_017782,NP_060252,"Homo sapiens family with sequence similarity 208, member B (FAM208B), mRNA.",,
380,uc010wnm.1,['G1448.1'],,,uc010wnm.1,chr17,+,55333211,55757299,55334462,55754389,14,"55333211,55334458,55334826,55335630,55339511,55478739,55607036,55674228,55693330,55704589,55729459,55752278,55754347,55756909,","55333342,55334499,55334908,55335715,55339553,55478832,55607085,55674311,55693445,55704664,55729522,55752487,55754420,55757299,",B4DHE8,uc010wnm.1,31318,uc010wnm.1,AK295060,B4DHE8,B4DHE8_HUMAN,MSI2,NM_170721,NP_733839,"Homo sapiens musashi RNA-binding protein 2 (MSI2), transcript variant 1, mRNA.",,
381,uc002kkg.1,['G1533.1'],,,uc002kkg.1,chr18,+,158482,213739,158698,211284,15,"158482,163307,166786,180235,192841,196636,197615,198046,199201,202879,203097,204563,209970,210385,211132,","158714,163453,166819,180339,192900,196767,197696,198132,199316,202945,203190,204692,210031,210493,213739,",J3QRZ5,uc002kkg.1,34350,uc002kkg.1,NM_001037334,J3QRZ5,J3QRZ5_HUMAN,USP14,NM_001037334,NP_001032411,"Homo sapiens ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) (USP14), transcript variant 2, mRNA.",,
382,uc031rcr.1,['G1438.1'],,,uc031rcr.1,chr17,+,44590075,44627209,44590078,44625681,8,"44590075,44594727,44597577,44600449,44601169,44617541,44618172,44625677,","44592687,44594799,44597649,44600521,44601250,44617613,44618247,44627209,",A6NM11,uc031rcr.1,31073,uc031rcr.1,JQ790703,A6NM11,L37A2_HUMAN,LRRC37A2,,,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
383,uc002nau.4,['G1680.1'],['G1343.1'],,uc002nau.4,chr19,-,15366874,15442717,15366876,15383910,9,"15366874,15367774,15374230,15375214,15376164,15378226,15379715,15383625,15442646,","15367074,15367984,15374359,15375577,15376454,15378362,15379853,15383944,15442717,",O60885-2,uc002nau.4,38512,uc002nau.4,BC030158,O60885-2,O60885-2,BRD4,NM_014299,NP_055114,"Homo sapiens bromodomain containing 4 (BRD4), transcript variant short, mRNA.",,
384,uc002wny.3,['G2014.1'],,,uc002wny.3,chr20,+,11871476,11907243,11899106,11904314,5,"11871476,11898981,11899733,11900365,11903281,","11871602,11899249,11899824,11900484,11907243,",NP_852108,uc002wny.3,45312,uc002wny.3,NM_181443,Q9Y2F9,BTBD3_HUMAN,BTBD3,NM_181443,NP_852108,"Homo sapiens BTB (POZ) domain containing 3 (BTBD3), transcript variant 2, mRNA.",,
385,uc001xls.2,['G1073.1' 'G1076.1'],['G911.1'],,uc001xls.2,chr14,+,70346113,70499083,70346395,70496975,12,"70346113,70418854,70420136,70442431,70444634,70459133,70461116,70477470,70478201,70480102,70489919,70496961,","70346494,70419020,70420249,70442531,70444682,70459190,70461197,70477663,70478284,70480208,70490164,70499083,",Q9H4F8,uc001xls.2,21484,uc001xls.2,NM_022137,Q9H4F8,SMOC1_HUMAN,SMOC1,NM_022137,NP_071420,"Homo sapiens SPARC related modular calcium binding 1 (SMOC1), transcript variant 2, mRNA.",,
386,uc011dtg.2,['G2946.1'],['G2361.1'],,uc011dtg.2,chr6,-,35800810,35888957,35803080,35858816,16,"35800810,35806113,35810311,35825037,35836786,35837258,35838057,35838710,35840339,35842009,35854500,35855800,35856591,35858671,35888244,35888820,","35803265,35806206,35810381,35825145,35836887,35837678,35838271,35838736,35840505,35842116,35854588,35855888,35856700,35858818,35888305,35888957,",B4DS61,uc011dtg.2,63015,uc011dtg.2,NR_034069,B4DS61,B4DS61_HUMAN,SRPK1,NR_034069,,"Homo sapiens SRSF protein kinase 1 (SRPK1), transcript variant 2, non-coding RNA.",,
387,uc003ezh.3,['G2286.1'],,,uc003ezh.3,chr3,+,151985828,152183569,152017982,152177116,10,"151985828,152017193,152132729,152150505,152163070,152165408,152173330,152174055,152177059,152180173,","151986881,152018156,152132900,152150709,152163328,152165562,152173366,152174150,152177134,152183569,",Q9NR56-5,uc003ezh.3,51576,uc003ezh.3,NM_021038,Q9NR56-5,Q9NR56-5,MBNL1,NM_021038,NP_066368,"Homo sapiens muscleblind-like splicing regulator 1 (MBNL1), transcript variant 1, mRNA.",,
388,uc031rcp.1,['G1438.1'],,,uc031rcp.1,chr17,+,44590075,44627209,44590078,44625681,2,"44590075,44625677,","44592687,44627209,",A6NM11,uc031rcp.1,31087,uc031rcp.1,JQ790669,A6NM11,L37A2_HUMAN,LRRC37A2,,,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
389,uc010cuz.3,['G1506.1'],,,uc010cuz.3,chr17,-,35578438,35716059,35578640,35687339,29,"35578438,35580432,35581912,35583259,35591889,35597391,35598868,35600286,35601503,35601995,35603741,35604934,35605516,35608930,35609811,35614624,35615133,35616281,35620587,35627641,35631083,35632843,35633925,35634788,35640167,35641738,35687112,35696763,35715941,","35578763,35580522,35582026,35583373,35592014,35597480,35598969,35600475,35601650,35602130,35603892,35605080,35605598,35609034,35609962,35614788,35615295,35616452,35620797,35627752,35631190,35632942,35634007,35634898,35640306,35641871,35687365,35696810,35716059,",Q13085,uc010cuz.3,32892,uc010cuz.3,AK309084,Q13085,ACACA_HUMAN,ACACA,NM_198834,NP_942131,"Homo sapiens acetyl-CoA carboxylase alpha (ACACA), transcript variant 3, mRNA.",,
390,uc003jkk.4,['G2637.1' 'G2638.1'],,,uc003jkk.4,chr5,+,36876860,37065921,36953798,37064125,46,"36876860,36953719,36955573,36958205,36961585,36962224,36970977,36972046,36975877,36984777,36995723,37000474,37000918,37001090,37002763,37003362,37006458,37007424,37008109,37008724,37010188,37014784,37016139,37017120,37019412,37020560,37020876,37022152,37022345,37024686,37026330,37027460,37036480,37038703,37044448,37044737,37045544,37046210,37048603,37049212,37051880,37052467,37057287,37058992,37060945,37063891,","36877280,36953862,36955739,36958333,36961685,36962376,36971138,36972143,36976504,36986403,36995906,37000672,37000990,37001180,37002867,37003449,37006690,37007576,37008190,37008825,37010327,37014867,37016272,37017264,37019502,37020775,37020979,37022251,37022492,37024821,37026429,37027514,37036589,37038840,37044589,37044831,37045699,37046301,37048777,37049403,37051988,37052668,37057434,37059267,37061120,37065921,",Q6KC79-2,uc003jkk.4,57154,uc003jkk.4,NM_015384,Q6KC79-2,Q6KC79-2,NIPBL,NM_015384,NP_056199,"Homo sapiens Nipped-B homolog (Drosophila) (NIPBL), transcript variant B, mRNA.",,
391,uc002xvt.1,['G2076.1'],['G1647.1' 'G1648.1'],,uc002xvt.1,chr20,-,49506882,49547527,49507941,49520533,5,"49506882,49518553,49520425,49545187,49547362,","49511049,49518646,49520538,49545362,49547527,",Q9H2P0,uc002xvt.1,46916,uc002xvt.1,NM_015339,Q9H2P0,ADNP_HUMAN,ADNP,NM_015339,NP_852107,"Homo sapiens activity-dependent neuroprotector homeobox (ADNP), transcript variant 1, mRNA.",,
392,uc003olj.3,['G2946.1'],['G2361.1'],,uc003olj.3,chr6,-,35800810,35888957,35803080,35888833,16,"35800810,35806113,35810311,35825037,35836786,35837258,35838057,35838710,35840339,35842009,35854500,35855800,35856591,35858671,35888244,35888820,","35803265,35806206,35810381,35825145,35836887,35837678,35838271,35838736,35840505,35842116,35854588,35855888,35856700,35858790,35888305,35888957,",Q96SB4,uc003olj.3,63016,uc003olj.3,NM_003137,Q96SB4,SRPK1_HUMAN,SRPK1,NM_003137,NP_003128,"Homo sapiens SRSF protein kinase 1 (SRPK1), transcript variant 1, mRNA.",,
393,uc003tlx.3,['G3103.1'],,,uc003tlx.3,chr7,+,44836240,44842716,44836240,44836240,6,"44836240,44838346,44838845,44838990,44839300,44840885,","44836392,44838413,44838876,44839079,44839473,44842716,",uc003tlx.3,,68567,uc003tlx.3,BC093076,,,PPIA,,,"Homo sapiens peptidylprolyl isomerase A (cyclophilin A) (PPIA), mRNA.",,
394,uc010ifn.3,['G2417.1'],,,uc010ifn.3,chr4,+,39699663,39784410,39699663,39699663,6,"39699663,39747371,39757276,39776453,39779301,39779979,","39700010,39747430,39757359,39776553,39779430,39784410,",uc010ifn.3,,54538,uc010ifn.3,AK307130,,,UBE2K,,,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 1, mRNA.",,
395,uc003guu.4,['G2417.1'],,,uc003guu.4,chr4,+,39699663,39784410,39699947,39780054,7,"39699663,39739039,39747371,39757276,39776453,39779301,39779979,","39700010,39739133,39747430,39757359,39776553,39779430,39784410,",P61086,uc003guu.4,54534,uc003guu.4,NM_005339,P61086,UBE2K_HUMAN,UBE2K,NM_005339,NP_005330,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 1, mRNA.",,
396,uc003olh.3,['G2946.1'],['G2361.1'],,uc003olh.3,chr6,-,35800810,35888818,35803080,35855869,16,"35800810,35806113,35810311,35825037,35836786,35837258,35838057,35838710,35840339,35842009,35854500,35855800,35856591,35858671,35888244,35888763,","35803265,35806206,35810381,35825145,35836887,35837678,35838271,35838736,35840505,35842116,35854588,35855888,35856700,35858790,35888305,35888818,",Q96SB4,uc003olh.3,63017,uc003olh.3,BX648697,Q96SB4,SRPK1_HUMAN,SRPK1,NM_003137,NP_003128,"Homo sapiens SRSF protein kinase 1 (SRPK1), transcript variant 1, mRNA.",,
397,uc001oiz.2,['G644.1'],['G493.1' 'G495.1'],,uc001oiz.2,chr11,+,66406405,66413944,66407182,66411603,3,"66406405,66410920,66413497,","66407594,66411611,66413944,",Q9BWF3,uc001oiz.2,12299,uc001oiz.2,AK097592,Q9BWF3,RBM4_HUMAN,RBM4,NM_002896,NP_002887,"Homo sapiens RNA binding motif protein 4 (RBM4), transcript variant 1, mRNA.",,
398,uc002jfp.1,['G1459.1' 'G1461.1'],['G1181.1'],,uc002jfp.1,chr17,+,64298925,64806862,64298969,64800155,17,"64298925,64302213,64492318,64637472,64641500,64683228,64684419,64685068,64728805,64731606,64734881,64737776,64738739,64770104,64782984,64784956,64799990,","64299142,64302245,64492401,64637584,64641629,64683385,64684554,64685165,64728943,64731780,64734973,64737839,64738878,64770185,64783092,64785097,64806862,",NP_002728,uc002jfp.1,31490,uc002jfp.1,NM_002737,P17252,KPCA_HUMAN,PRKCA,NM_002737,NP_002728,"Homo sapiens protein kinase C, alpha (PRKCA), mRNA.",,
399,uc031rcj.1,['G1438.1'],,,uc031rcj.1,chr17,+,44590075,44627209,44590078,44625681,5,"44590075,44594727,44617541,44618172,44625677,","44592687,44594799,44617613,44618247,44627209,",A6NM11,uc031rcj.1,31080,uc031rcj.1,JQ790721,A6NM11,L37A2_HUMAN,LRRC37A2,,,"Homo sapiens leucine rich repeat containing 37, member A2 (LRRC37A2), mRNA.",,
400,uc003ncz.2,['G2823.1'],,,uc003ncz.2,chr6,+,20402136,20483151,20402463,20483149,4,"20402136,20480076,20481454,20482992,","20402856,20480188,20481656,20483151,",O00716,uc003ncz.2,60416,uc003ncz.2,BC114554,O00716,E2F3_HUMAN,E2F3,NM_001949,NP_001940,"Homo sapiens E2F transcription factor 3 (E2F3), transcript variant 1, mRNA.",,
401,uc001oix.2,['G644.1'],['G493.1' 'G495.1'],,uc001oix.2,chr11,+,66406087,66413944,66407182,66413517,3,"66406087,66407170,66413497,","66406223,66407594,66413944,",Q9BWF3-3,uc001oix.2,12294,uc001oix.2,NM_001198843,Q9BWF3-3,Q9BWF3-3,RBM4,NM_001198843,NP_001185772,"Homo sapiens RNA binding motif protein 4 (RBM4), transcript variant 2, mRNA.",,
402,uc002hdy.4,['G1499.1'],['G1205.1'],,uc002hdy.4,chr17,-,27582853,27621166,27591556,27621077,4,"27582853,27594515,27613009,27620800,","27591609,27594548,27614734,27621166,",Q7Z417,uc002hdy.4,32715,uc002hdy.4,NM_020772,Q7Z417,NUFP2_HUMAN,NUFIP2,NM_020772,NP_065823,"Homo sapiens nuclear fragile X mental retardation protein interacting protein 2 (NUFIP2), mRNA.",,
403,uc010fec.2,['G1776.1'],,,uc010fec.2,chr2,+,71503722,71622817,71503768,71622403,13,"71503722,71575882,71582848,71590282,71591083,71592558,71595511,71597012,71607351,71607642,71615752,71620523,71622376,","71503884,71577401,71582910,71590321,71591382,71592836,71595658,71597135,71607410,71607695,71615853,71620775,71622817,",F5H330,uc010fec.2,40853,uc010fec.2,AK293938,F5H330,F5H330_HUMAN,ZNF638,NM_001252613,NP_001239542,"Homo sapiens zinc finger protein 638 (ZNF638), transcript variant 4, mRNA.",,
404,uc001bgs.4,['G194.1' 'G195.1'],,['G277.1'],uc001bgs.4,chr1,-,23636275,23670853,23636946,23664327,10,"23636275,23637693,23640045,23644975,23648020,23650048,23660010,23664246,23664982,23670703,","23637559,23637815,23640195,23645181,23648156,23650225,23660124,23664354,23665101,23670853,",NP_001095867,uc001bgs.4,4538,uc001bgs.4,NM_001102397,O43390,HNRPR_HUMAN,HNRNPR,NM_001102397,NP_001095867,"Homo sapiens heterogeneous nuclear ribonucleoprotein R (HNRNPR), transcript variant 4, mRNA.",,
405,uc001doc.1,['G235.1' 'G235.2' 'G235.3' 'G235.4'],['G202.1'],['G326.1' 'G326.2' 'G326.3'],uc001doc.1,chr1,-,91842999,91866666,91843560,91866639,10,"91842999,91843959,91844619,91845660,91846468,91850743,91851131,91859649,91861849,91866568,","91843740,91844037,91844771,91845793,91846539,91850791,91851391,91859959,91861962,91866666,",B7ZM16,uc001doc.1,5555,uc001doc.1,BC144198,B7ZM16,B7ZM16_HUMAN,HFM1,NM_001017975,NP_001017975,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
406,uc003qed.4,['G2898.1' 'G2898.2'],,,uc003qed.4,chr6,+,133562494,133853258,133595918,133849943,20,"133562494,133595853,133703529,133767767,133769248,133777693,133782251,133783472,133783758,133785916,133789703,133802600,133804169,133827243,133833858,133834015,133836458,133844193,133846152,133849862,","133562887,133595951,133703579,133767892,133769317,133777786,133782318,133783615,133783902,133785996,133789869,133802737,133804253,133827333,133833917,133834176,133836573,133844315,133846253,133853258,",O95677-4,uc003qed.4,61842,uc003qed.4,NM_172105,O95677-4,O95677-4,EYA4,NM_172105,NP_742103,"Homo sapiens eyes absent homolog 4 (Drosophila) (EYA4), transcript variant 4, mRNA.",,
407,uc011laf.2,['G3295.1' 'G3297.1' 'G3298.1'],,,uc011laf.2,chr8,+,26150731,26230195,26150762,26227929,10,"26150731,26151181,26196405,26211983,26217684,26218489,26220199,26221236,26223830,26227649,","26150799,26151256,26196503,26212149,26217797,26218667,26220364,26221406,26223922,26230195,",P63151-2,uc011laf.2,72172,uc011laf.2,NM_001177591,P63151-2,P63151-2,PPP2R2A,NM_001177591,NP_001171062,"Homo sapiens protein phosphatase 2, regulatory subunit B, alpha (PPP2R2A), transcript variant 2, mRNA.",,
408,uc003dhy.3,['G2225.1'],,,uc003dhy.3,chr3,+,56591183,56655848,56627542,56655646,18,"56591183,56592873,56593596,56597711,56600621,56600977,56605208,56626997,56627518,56627971,56647616,56649155,56649949,56651139,56652199,56653298,56653804,56655559,","56591281,56592938,56593622,56598153,56600768,56601081,56605330,56627129,56627769,56628056,56647778,56649300,56650081,56651633,56652240,56653555,56653929,56655848,",A2RUB6,uc003dhy.3,50802,uc003dhy.3,NR_024460,A2RUB6,CCD66_HUMAN,CCDC66,NR_024460,,"Homo sapiens coiled-coil domain containing 66 (CCDC66), transcript variant 3, non-coding RNA.",,
409,uc002xul.4,['G2035.1'],['G1619.1' 'G1619.2'],,uc002xul.4,chr20,+,47894714,47905795,47894714,47894714,5,"47894714,47895640,47897021,47897439,47905581,","47895253,47895745,47897107,47897501,47905795,",uc002xul.4,,45888,uc002xul.4,NR_003604,,,ZFAS1,NR_003604,,"Homo sapiens ZNFX1 antisense RNA 1 (ZFAS1), transcript variant 1, non-coding RNA.",,
