,start_coord,end_coord,translation_status,dataset,count,length
1854,85497855,85500298,Protein coding,IonXpress_SFPQt1,1,2443
1855,85500393,85515473,Protein coding,IonXpress_SFPQt1,1,15080
1856,85515654,85517846,Protein coding,IonXpress_SFPQt1,1,2192
1857,85518297,85521608,Protein coding,IonXpress_SFPQt1,1,3311
1858,85521811,85531626,Protein coding,IonXpress_SFPQt1,1,9815
1859,85531747,85546056,Protein coding,IonXpress_SFPQt1,1,14309
1860,85546147,85546800,Protein coding,IonXpress_SFPQt1,1,653
1861,85546923,85547439,Protein coding,IonXpress_SFPQt1,1,516
1862,85547536,85547788,Protein coding,IonXpress_SFPQt1,1,252
1863,85547872,85554389,Protein coding,IonXpress_SFPQt1,1,6517
1864,85554492,85623293,Protein coding,IonXpress_SFPQt1,1,68801
1865,85623427,85626472,Protein coding,IonXpress_SFPQt1,1,3045
1866,85626534,85638565,Protein coding,IonXpress_SFPQt1,1,12031
1867,86333474,86335471,Protein coding,IonXpress_SFPQt1,1,1997
1868,86335525,86335621,Protein coding,IonXpress_SFPQt1,1,96
1869,86335659,86338234,Protein coding,IonXpress_SFPQt1,1,2575
1870,86338281,86343651,Protein coding,IonXpress_SFPQt1,1,5370
1871,86343721,86344176,Protein coding,IonXpress_SFPQt1,1,455
1872,86344282,86346042,Protein coding,IonXpress_SFPQt1,1,1760
1873,86346167,86348600,Protein coding,IonXpress_SFPQt1,1,2433
1874,86348717,86350822,Protein coding,IonXpress_SFPQt1,1,2105
1875,86350885,86352116,Protein coding,IonXpress_SFPQt1,1,1231
1876,86352205,86352576,Protein coding,IonXpress_SFPQt1,1,371
1877,86352205,86352916,Protein coding,IonXpress_SFPQt1,1,711
1878,86352638,86352916,Protein coding,IonXpress_SFPQt1,1,278
1879,86353003,86354282,Protein coding,IonXpress_SFPQt1,2,1279
1880,86354428,86355062,Protein coding,IonXpress_SFPQt1,2,634
1881,86355114,86357769,Protein coding,IonXpress_SFPQt1,2,2655
1882,86357860,86358199,Protein coding,IonXpress_SFPQt1,1,339
1883,86357864,86358199,Protein coding,IonXpress_SFPQt1,1,335
1884,86358229,86359439,Protein coding,IonXpress_SFPQt1,2,1210
1885,86359547,86360299,Protein coding,IonXpress_SFPQt1,2,752
1886,86360379,86360467,Protein coding,IonXpress_SFPQt1,2,88
1887,86360559,86361413,Protein coding,IonXpress_SFPQt1,2,854
1888,86361500,86361960,Protein coding,IonXpress_SFPQt1,2,460
1889,86362110,86363642,Protein coding,IonXpress_SFPQt1,2,1532
1890,86363685,86364103,Protein coding,IonXpress_SFPQt1,2,418
1891,86364263,86364590,Protein coding,IonXpress_SFPQt1,2,327
1892,86386909,86387140,Non coding,IonXpress_NONO_c,2,231
1893,86386909,86387140,Non coding,IonXpress_SFPQt1,2,231
1894,86387210,86387511,Non coding,IonXpress_NONO_c,2,301
1895,86387210,86387511,Non coding,IonXpress_SFPQt1,2,301
1896,86387593,86387670,Non coding,IonXpress_NONO_c,2,77
1897,86387593,86387670,Non coding,IonXpress_SFPQt1,2,77
1898,86387750,86387852,Non coding,IonXpress_NONO_c,2,102
1899,86387750,86387852,Non coding,IonXpress_SFPQt1,2,102
1900,86387906,86388410,Non coding,IonXpress_NONO_c,1,504
1901,86387906,86388410,Non coding,IonXpress_SFPQt1,1,504
1902,89627120,89627346,Protein coding,IonXpress_SFPQt1,3,226
1903,89627471,89627633,Protein coding,IonXpress_SFPQt1,5,162
1904,89627737,89628002,Protein coding,IonXpress_SFPQt1,1,265
1905,89627747,89628071,Protein coding,IonXpress_SFPQt1,1,324
1906,89627776,89627984,Protein coding,IonXpress_SFPQt1,3,208
1907,89628006,89628146,Protein coding,IonXpress_SFPQt1,1,140
1908,89628159,89628741,Protein coding,IonXpress_SFPQt1,5,582
1909,89628799,89629290,Protein coding,IonXpress_SFPQt1,5,491
1910,91726916,91727796,Protein coding,IonXpress_NONO_c,6,880
1911,91726916,91727796,Protein coding,IonXpress_SFPQt1,10,880
1912,91727949,91728036,Protein coding,IonXpress_NONO_c,6,87
1913,91727949,91728036,Protein coding,IonXpress_SFPQt1,10,87
1914,91728149,91731572,Protein coding,IonXpress_NONO_c,6,3423
1915,91728149,91731572,Protein coding,IonXpress_SFPQt1,10,3423
1916,91731664,91733300,Protein coding,IonXpress_NONO_c,6,1636
1917,91731664,91733300,Protein coding,IonXpress_SFPQt1,10,1636
1918,91733412,91739267,Protein coding,IonXpress_NONO_c,9,5855
1919,91733412,91739267,Protein coding,IonXpress_SFPQt1,15,5855
1920,91739372,91740285,Protein coding,IonXpress_NONO_c,9,913
1921,91739372,91740285,Protein coding,IonXpress_SFPQt1,15,913
1922,91740366,91742183,Protein coding,IonXpress_NONO_c,9,1817
1923,91740366,91742183,Protein coding,IonXpress_SFPQt1,15,1817
1924,91742300,91742537,Protein coding,IonXpress_NONO_c,9,237
1925,91742300,91742537,Protein coding,IonXpress_SFPQt1,15,237
1926,91742619,91778904,Protein coding,IonXpress_NONO_c,9,36285
1927,91742619,91778904,Protein coding,IonXpress_SFPQt1,15,36285
1928,91779052,91779512,Protein coding,IonXpress_NONO_c,9,460
1929,91779052,91779512,Protein coding,IonXpress_SFPQt1,15,460
1930,91779617,91781370,Protein coding,IonXpress_NONO_c,9,1753
1931,91779617,91781370,Protein coding,IonXpress_SFPQt1,15,1753
1932,91781529,91781656,Protein coding,IonXpress_NONO_c,9,127
1933,91781529,91781656,Protein coding,IonXpress_SFPQt1,15,127
1934,91781741,91781946,Protein coding,IonXpress_NONO_c,9,205
1935,91781741,91781946,Protein coding,IonXpress_SFPQt1,15,205
1936,91782033,91784633,Protein coding,IonXpress_NONO_c,9,2600
1937,91782033,91784633,Protein coding,IonXpress_SFPQt1,15,2600
1938,91784766,91784848,Protein coding,IonXpress_NONO_c,9,82
1939,91784766,91784848,Protein coding,IonXpress_SFPQt1,15,82
1940,91784947,91788505,Protein coding,IonXpress_NONO_c,9,3558
1941,91784947,91788505,Protein coding,IonXpress_SFPQt1,15,3558
1942,91788554,91788648,Protein coding,IonXpress_NONO_c,9,94
1943,91788554,91788648,Protein coding,IonXpress_SFPQt1,15,94
1944,91788756,91790230,Protein coding,IonXpress_NONO_c,9,1474
1945,91788756,91790230,Protein coding,IonXpress_SFPQt1,15,1474
1946,91790323,91808985,Protein coding,IonXpress_NONO_c,9,18662
1947,91790323,91808985,Protein coding,IonXpress_SFPQt1,15,18662
1948,91809067,91812984,Protein coding,IonXpress_NONO_c,9,3917
1949,91809067,91812984,Protein coding,IonXpress_SFPQt1,15,3917
1950,91813033,91816293,Protein coding,IonXpress_NONO_c,9,3260
1951,91813033,91816293,Protein coding,IonXpress_SFPQt1,15,3260
1952,91816428,91817104,Protein coding,IonXpress_NONO_c,9,676
1953,91816428,91817104,Protein coding,IonXpress_SFPQt1,15,676
1954,91817200,91818061,Protein coding,IonXpress_NONO_c,9,861
1955,91817200,91818061,Protein coding,IonXpress_SFPQt1,15,861
1956,91818208,91818606,Protein coding,IonXpress_NONO_c,9,398
1957,91818208,91818606,Protein coding,IonXpress_SFPQt1,15,398
1958,91818709,91818811,Protein coding,IonXpress_NONO_c,9,102
1959,91818709,91818811,Protein coding,IonXpress_SFPQt1,15,102
1960,91818856,91840913,Protein coding,IonXpress_NONO_c,9,22057
1961,91818856,91840913,Protein coding,IonXpress_SFPQt1,15,22057
1962,91841003,91841082,Protein coding,IonXpress_NONO_c,9,79
1963,91841003,91841082,Protein coding,IonXpress_SFPQt1,15,79
1964,91841284,91843580,Protein coding,IonXpress_NONO_c,9,2296
1965,91841284,91843580,Protein coding,IonXpress_SFPQt1,15,2296
1966,91843740,91843958,Protein coding,IonXpress_NONO_c,12,218
1967,91843740,91843958,Protein coding,IonXpress_SFPQt1,20,218
1968,91844037,91844618,Protein coding,IonXpress_NONO_c,12,581
1969,91844037,91844618,Protein coding,IonXpress_SFPQt1,20,581
1970,91844771,91845659,Protein coding,IonXpress_NONO_c,9,888
1971,91844771,91845659,Protein coding,IonXpress_SFPQt1,15,888
1972,91844771,91866567,Protein coding,IonXpress_NONO_c,3,21796
1973,91844771,91866567,Protein coding,IonXpress_SFPQt1,5,21796
1974,91845793,91846467,Protein coding,IonXpress_NONO_c,9,674
1975,91845793,91846467,Protein coding,IonXpress_SFPQt1,15,674
1976,91846486,91866567,Protein coding,IonXpress_NONO_c,3,20081
1977,91846486,91866567,Protein coding,IonXpress_SFPQt1,5,20081
1978,91846539,91850742,Protein coding,IonXpress_NONO_c,6,4203
1979,91846539,91850742,Protein coding,IonXpress_SFPQt1,10,4203
1980,91850791,91851130,Protein coding,IonXpress_NONO_c,6,339
1981,91850791,91851130,Protein coding,IonXpress_SFPQt1,10,339
1982,91851391,91859648,Protein coding,IonXpress_NONO_c,6,8257
1983,91851391,91859648,Protein coding,IonXpress_SFPQt1,10,8257
1984,91859959,91861848,Protein coding,IonXpress_NONO_c,6,1889
1985,91859959,91861848,Protein coding,IonXpress_SFPQt1,10,1889
1986,91861962,91866567,Protein coding,IonXpress_NONO_c,6,4605
1987,91861962,91866567,Protein coding,IonXpress_SFPQt1,10,4605
1988,91866666,91870353,Protein coding,IonXpress_NONO_c,9,3687
1989,91866666,91870353,Protein coding,IonXpress_SFPQt1,15,3687
1990,92051463,92101013,Protein coding,IonXpress_NONO_c,2,49550
1991,92101176,92345439,Protein coding,IonXpress_NONO_c,2,244263
1992,92346135,92380784,Protein coding,IonXpress_NONO_c,2,34649
1993,92380919,92408547,Protein coding,IonXpress_NONO_c,2,27628
1994,92408674,92560189,Protein coding,IonXpress_NONO_c,2,151515
1995,92560311,92797081,Protein coding,IonXpress_NONO_c,2,236770
1996,92797242,93518533,Protein coding,IonXpress_NONO_c,2,721291
1997,93221083,93515816,Non coding,IonXpress_NONO_c,1,294733
1998,93463613,93463841,Non coding,IonXpress_NONO_c,4,228
1999,93463613,93463841,Non coding,IonXpress_SFPQt1,6,228
2000,93463878,93464314,Non coding,IonXpress_NONO_c,2,436
2001,93463878,93464314,Non coding,IonXpress_SFPQt1,3,436
2002,93464382,93464917,Non coding,IonXpress_NONO_c,4,535
2003,93464382,93464917,Non coding,IonXpress_SFPQt1,6,535
2004,93464965,93465408,Non coding,IonXpress_NONO_c,4,443
2005,93464965,93465408,Non coding,IonXpress_SFPQt1,6,443
2006,93465457,93466251,Non coding,IonXpress_NONO_c,2,794
2007,93465457,93466251,Non coding,IonXpress_SFPQt1,3,794
2008,93466287,93466514,Non coding,IonXpress_NONO_c,2,227
2009,93466287,93466514,Non coding,IonXpress_SFPQt1,3,227
2010,93466671,93467789,Non coding,IonXpress_NONO_c,2,1118
2011,93466671,93467789,Non coding,IonXpress_SFPQt1,3,1118
2012,93467826,93469305,Non coding,IonXpress_NONO_c,2,1479
2013,93467826,93469305,Non coding,IonXpress_SFPQt1,3,1479
2014,93469470,93469858,Non coding,IonXpress_NONO_c,2,388
2015,93469470,93469858,Non coding,IonXpress_SFPQt1,3,388
2016,93469917,93470228,Non coding,IonXpress_NONO_c,2,311
2017,93469917,93470228,Non coding,IonXpress_SFPQt1,3,311
2018,93470405,93471273,Non coding,IonXpress_NONO_c,2,868
2019,93470405,93471273,Non coding,IonXpress_SFPQt1,3,868
2020,93471665,93472401,Non coding,IonXpress_NONO_c,2,736
2021,93471665,93472401,Non coding,IonXpress_SFPQt1,3,736
2022,93472497,93474486,Non coding,IonXpress_NONO_c,2,1989
2023,93472497,93474486,Non coding,IonXpress_SFPQt1,3,1989
2024,93515861,93536046,Non coding,IonXpress_NONO_c,1,20185
2025,93536154,93538793,Non coding,IonXpress_NONO_c,1,2639
2026,99037966,99057169,Protein coding,IonXpress_SFPQt1,1,19203
2027,99054078,99054871,Protein coding,IonXpress_SFPQt1,1,793
2028,99055003,99057169,Protein coding,IonXpress_SFPQt1,1,2166
2029,99057316,99057573,Protein coding,IonXpress_SFPQt1,2,257
2030,99057627,99057734,Protein coding,IonXpress_SFPQt1,2,107
2031,108536066,108544192,Protein coding,IonXpress_NONO_c,2,8126
2032,108544254,108546321,Protein coding,IonXpress_NONO_c,2,2067
2033,108546453,108547810,Protein coding,IonXpress_NONO_c,2,1357
2034,108547970,108549040,Protein coding,IonXpress_NONO_c,2,1070
2035,108549162,108550096,Protein coding,IonXpress_NONO_c,2,934
2036,108550287,108559661,Protein coding,IonXpress_NONO_c,2,9374
2037,108559789,108562601,Protein coding,IonXpress_NONO_c,2,2812
2038,108562765,108564241,Protein coding,IonXpress_NONO_c,2,1476
2039,108564327,108577464,Protein coding,IonXpress_NONO_c,2,13137
2040,108577564,108586604,Protein coding,IonXpress_NONO_c,2,9040
2041,108586693,108590522,Protein coding,IonXpress_NONO_c,2,3829
2042,108590612,108593722,Protein coding,IonXpress_NONO_c,2,3110
2043,108594189,108709171,Protein coding,IonXpress_NONO_c,2,114982
2044,108709292,108712040,Protein coding,IonXpress_NONO_c,2,2748
2045,108712203,108722878,Protein coding,IonXpress_NONO_c,2,10675
2046,108722936,108788598,Protein coding,IonXpress_NONO_c,2,65662
2047,108788745,108810971,Protein coding,IonXpress_NONO_c,1,22226
2048,110303777,110526647,Protein coding,IonXpress_NONO_c,2,222870
2049,110526751,110603554,Protein coding,IonXpress_NONO_c,2,76803
2050,110603146,110603554,Protein coding,IonXpress_NONO_c,1,408
2051,110603621,111127292,Protein coding,IonXpress_NONO_c,3,523671
2052,110719712,110720407,Protein coding,IonXpress_NONO_c,2,695
2053,110720426,110720516,Protein coding,IonXpress_NONO_c,2,90
2054,110720600,110729823,Protein coding,IonXpress_NONO_c,2,9223
2055,110729929,110734402,Protein coding,IonXpress_NONO_c,3,4473
2056,110734542,110760795,Protein coding,IonXpress_NONO_c,2,26253
2057,110734542,110764193,Protein coding,IonXpress_NONO_c,1,29651
2058,110760877,110764193,Protein coding,IonXpress_NONO_c,2,3316
2059,110764280,110765356,Protein coding,IonXpress_NONO_c,3,1076
2060,110765822,110770400,Protein coding,IonXpress_NONO_c,3,4578
2061,110770490,110770984,Protein coding,IonXpress_NONO_c,3,494
2062,110771088,110771815,Protein coding,IonXpress_NONO_c,3,727
2063,110771948,110777084,Protein coding,IonXpress_NONO_c,3,5136
2064,110777208,110777306,Protein coding,IonXpress_NONO_c,3,98
2065,110777526,110778462,Protein coding,IonXpress_NONO_c,3,936
2066,110778799,110780031,Protein coding,IonXpress_NONO_c,3,1232
2067,110780253,110781035,Protein coding,IonXpress_NONO_c,3,782
2068,110781239,110782689,Protein coding,IonXpress_NONO_c,3,1450
2069,110782776,110783052,Protein coding,IonXpress_NONO_c,3,276
2070,110783187,110783804,Protein coding,IonXpress_NONO_c,3,617
2071,110783923,110784004,Protein coding,IonXpress_NONO_c,3,81
2072,110784126,110788095,Protein coding,IonXpress_NONO_c,1,3969
2073,111127397,111161367,Protein coding,IonXpress_NONO_c,3,33970
2074,111161505,111201905,Protein coding,IonXpress_NONO_c,3,40400
2075,111201979,111202518,Protein coding,IonXpress_NONO_c,2,539
2076,120459317,120460286,Protein coding,IonXpress_NONO_c,1,969
2077,120459317,120460286,Protein coding,IonXpress_SFPQt1,1,969
2078,120460385,120461027,Protein coding,IonXpress_NONO_c,1,642
2079,120460385,120461027,Protein coding,IonXpress_SFPQt1,1,642
2080,120461176,120461933,Protein coding,IonXpress_NONO_c,1,757
2081,120461176,120461933,Protein coding,IonXpress_SFPQt1,1,757
2082,120462236,120462850,Protein coding,IonXpress_NONO_c,1,614
2083,120462236,120462850,Protein coding,IonXpress_SFPQt1,1,614
2084,120463020,120464334,Protein coding,IonXpress_NONO_c,1,1314
2085,120463020,120464334,Protein coding,IonXpress_SFPQt1,1,1314
2086,120464432,120464857,Protein coding,IonXpress_NONO_c,1,425
2087,120464432,120464857,Protein coding,IonXpress_SFPQt1,1,425
2088,120465069,120465257,Protein coding,IonXpress_NONO_c,1,188
2089,120465069,120465257,Protein coding,IonXpress_SFPQt1,1,188
2090,120465401,120466258,Protein coding,IonXpress_NONO_c,1,857
2091,120465401,120466258,Protein coding,IonXpress_SFPQt1,1,857
2092,120466607,120467926,Protein coding,IonXpress_NONO_c,1,1319
2093,120466607,120467926,Protein coding,IonXpress_SFPQt1,1,1319
2094,120468433,120469120,Protein coding,IonXpress_NONO_c,1,687
2095,120468433,120469120,Protein coding,IonXpress_SFPQt1,1,687
2096,120469234,120471597,Protein coding,IonXpress_NONO_c,1,2363
2097,120469234,120471597,Protein coding,IonXpress_SFPQt1,1,2363
2098,120471835,120478093,Protein coding,IonXpress_NONO_c,1,6258
2099,120471835,120478093,Protein coding,IonXpress_SFPQt1,1,6258
2100,120478227,120479903,Protein coding,IonXpress_NONO_c,2,1676
2101,120478227,120479903,Protein coding,IonXpress_SFPQt1,2,1676
2102,120480089,120480478,Protein coding,IonXpress_NONO_c,2,389
2103,120480089,120480478,Protein coding,IonXpress_SFPQt1,2,389
2104,120480633,120483176,Protein coding,IonXpress_NONO_c,2,2543
2105,120480633,120483176,Protein coding,IonXpress_SFPQt1,2,2543
2106,120483379,120484147,Protein coding,IonXpress_NONO_c,2,768
2107,120483379,120484147,Protein coding,IonXpress_SFPQt1,2,768
2108,120484377,120491035,Protein coding,IonXpress_NONO_c,2,6658
2109,120484377,120491035,Protein coding,IonXpress_SFPQt1,2,6658
2110,120491189,120491628,Protein coding,IonXpress_NONO_c,2,439
2111,120491189,120491628,Protein coding,IonXpress_SFPQt1,2,439
2112,120491749,120493345,Protein coding,IonXpress_NONO_c,2,1596
2113,120491749,120493345,Protein coding,IonXpress_SFPQt1,2,1596
2114,120493460,120496164,Protein coding,IonXpress_NONO_c,4,2704
2115,120493460,120496164,Protein coding,IonXpress_SFPQt1,4,2704
2116,120496311,120497661,Protein coding,IonXpress_NONO_c,4,1350
2117,120496311,120497661,Protein coding,IonXpress_SFPQt1,4,1350
2118,120497855,120502013,Protein coding,IonXpress_NONO_c,4,4158
2119,120497855,120502013,Protein coding,IonXpress_SFPQt1,4,4158
2120,120502125,120506195,Protein coding,IonXpress_NONO_c,4,4070
2121,120502125,120506195,Protein coding,IonXpress_SFPQt1,4,4070
2122,120506430,120508074,Protein coding,IonXpress_NONO_c,4,1644
2123,120506430,120508074,Protein coding,IonXpress_SFPQt1,4,1644
2124,120508189,120508997,Protein coding,IonXpress_NONO_c,4,808
2125,120508189,120508997,Protein coding,IonXpress_SFPQt1,4,808
2126,120509112,120510054,Protein coding,IonXpress_NONO_c,4,942
2127,120509112,120510054,Protein coding,IonXpress_SFPQt1,4,942
2128,120510244,120510698,Protein coding,IonXpress_NONO_c,4,454
2129,120510244,120510698,Protein coding,IonXpress_SFPQt1,4,454
2130,120510855,120512132,Protein coding,IonXpress_NONO_c,4,1277
2131,120510855,120512132,Protein coding,IonXpress_SFPQt1,4,1277
2132,120512367,120529581,Protein coding,IonXpress_NONO_c,4,17214
2133,120512367,120529581,Protein coding,IonXpress_SFPQt1,4,17214
2134,120529705,120539618,Protein coding,IonXpress_NONO_c,4,9913
2135,120529705,120539618,Protein coding,IonXpress_SFPQt1,4,9913
2136,120539955,120547950,Protein coding,IonXpress_NONO_c,4,7995
2137,120539955,120547950,Protein coding,IonXpress_SFPQt1,4,7995
2138,120548211,120572527,Protein coding,IonXpress_NONO_c,3,24316
2139,120548211,120572527,Protein coding,IonXpress_SFPQt1,3,24316
2140,120548211,120611946,Protein coding,IonXpress_NONO_c,1,63735
2141,120548211,120611946,Protein coding,IonXpress_SFPQt1,1,63735
2142,120572610,120594096,Protein coding,IonXpress_NONO_c,1,21486
2143,120572610,120594096,Protein coding,IonXpress_SFPQt1,1,21486
2144,120572610,120611946,Protein coding,IonXpress_NONO_c,2,39336
2145,120572610,120611946,Protein coding,IonXpress_SFPQt1,2,39336
2146,122098523,122104612,Non coding,IonXpress_NONO_c,2,6089
2147,122098523,122104612,Non coding,IonXpress_SFPQt1,2,6089
2148,122098523,122104612,Protein coding,IonXpress_NONO_c,4,6089
2149,122098523,122104612,Protein coding,IonXpress_SFPQt1,4,6089
2150,122104730,122106086,Non coding,IonXpress_NONO_c,2,1356
2151,122104730,122106086,Non coding,IonXpress_SFPQt1,2,1356
2152,122104730,122106086,Protein coding,IonXpress_NONO_c,4,1356
2153,122104730,122106086,Protein coding,IonXpress_SFPQt1,4,1356
2154,122106294,122120746,Non coding,IonXpress_NONO_c,2,14452
2155,122106294,122120746,Non coding,IonXpress_SFPQt1,2,14452
2156,122106294,122120746,Protein coding,IonXpress_NONO_c,4,14452
2157,122106294,122120746,Protein coding,IonXpress_SFPQt1,4,14452
2158,122120876,122122668,Non coding,IonXpress_NONO_c,2,1792
2159,122120876,122122668,Non coding,IonXpress_SFPQt1,2,1792
2160,122120876,122122668,Protein coding,IonXpress_NONO_c,4,1792
2161,122120876,122122668,Protein coding,IonXpress_SFPQt1,4,1792
2162,122122860,122125162,Non coding,IonXpress_NONO_c,2,2302
2163,122122860,122125162,Non coding,IonXpress_SFPQt1,2,2302
2164,122122860,122125162,Protein coding,IonXpress_NONO_c,4,2302
2165,122122860,122125162,Protein coding,IonXpress_SFPQt1,4,2302
2166,122125407,122135073,Non coding,IonXpress_NONO_c,2,9666
2167,122125407,122135073,Non coding,IonXpress_SFPQt1,2,9666
2168,122125407,122135073,Protein coding,IonXpress_NONO_c,4,9666
2169,122125407,122135073,Protein coding,IonXpress_SFPQt1,4,9666
2170,122135225,122139782,Protein coding,IonXpress_NONO_c,1,4557
2171,122135225,122139782,Protein coding,IonXpress_SFPQt1,1,4557
2172,122135225,122144696,Non coding,IonXpress_NONO_c,2,9471
2173,122135225,122144696,Non coding,IonXpress_SFPQt1,2,9471
2174,122135225,122144696,Protein coding,IonXpress_NONO_c,3,9471
2175,122135225,122144696,Protein coding,IonXpress_SFPQt1,3,9471
2176,122139900,122144696,Protein coding,IonXpress_NONO_c,1,4796
2177,122139900,122144696,Protein coding,IonXpress_SFPQt1,1,4796
2178,122144804,122145337,Non coding,IonXpress_NONO_c,2,533
2179,122144804,122145337,Non coding,IonXpress_SFPQt1,2,533
2180,122144804,122145337,Protein coding,IonXpress_NONO_c,4,533
2181,122144804,122145337,Protein coding,IonXpress_SFPQt1,4,533
2182,122145482,122154714,Non coding,IonXpress_NONO_c,2,9232
2183,122145482,122154714,Non coding,IonXpress_SFPQt1,2,9232
2184,122145482,122154714,Protein coding,IonXpress_NONO_c,4,9232
2185,122145482,122154714,Protein coding,IonXpress_SFPQt1,4,9232
2186,122154859,122155896,Non coding,IonXpress_NONO_c,2,1037
2187,122154859,122155896,Non coding,IonXpress_SFPQt1,2,1037
2188,122154859,122155896,Protein coding,IonXpress_NONO_c,4,1037
2189,122154859,122155896,Protein coding,IonXpress_SFPQt1,4,1037
2190,122155976,122159083,Non coding,IonXpress_NONO_c,2,3107
2191,122155976,122159083,Non coding,IonXpress_SFPQt1,2,3107
2192,122155976,122159083,Protein coding,IonXpress_NONO_c,4,3107
2193,122155976,122159083,Protein coding,IonXpress_SFPQt1,4,3107
2194,122159248,122161941,Non coding,IonXpress_NONO_c,2,2693
2195,122159248,122161941,Non coding,IonXpress_SFPQt1,2,2693
2196,122159248,122161941,Protein coding,IonXpress_NONO_c,1,2693
2197,122159248,122161941,Protein coding,IonXpress_SFPQt1,1,2693
2198,122159248,122161945,Protein coding,IonXpress_NONO_c,4,2697
2199,122159248,122161945,Protein coding,IonXpress_SFPQt1,4,2697
2200,122162010,122165045,Non coding,IonXpress_NONO_c,2,3035
2201,122162010,122165045,Non coding,IonXpress_SFPQt1,2,3035
2202,122162010,122165045,Protein coding,IonXpress_NONO_c,5,3035
2203,122162010,122165045,Protein coding,IonXpress_SFPQt1,5,3035
2204,122165288,122166598,Protein coding,IonXpress_NONO_c,1,1310
2205,122165288,122166598,Protein coding,IonXpress_SFPQt1,1,1310
2206,122165291,122166598,Protein coding,IonXpress_NONO_c,2,1307
2207,122165291,122166598,Protein coding,IonXpress_SFPQt1,2,1307
2208,122165291,122168440,Non coding,IonXpress_NONO_c,2,3149
2209,122165291,122168440,Non coding,IonXpress_SFPQt1,2,3149
2210,122165291,122168440,Protein coding,IonXpress_NONO_c,2,3149
2211,122165291,122168440,Protein coding,IonXpress_SFPQt1,2,3149
2212,122166623,122168440,Protein coding,IonXpress_NONO_c,3,1817
2213,122166623,122168440,Protein coding,IonXpress_SFPQt1,3,1817
2214,122168545,122176196,Protein coding,IonXpress_NONO_c,1,7651
2215,122168545,122176196,Protein coding,IonXpress_SFPQt1,1,7651
2216,122168545,122182713,Non coding,IonXpress_NONO_c,2,14168
2217,122168545,122182713,Non coding,IonXpress_SFPQt1,2,14168
2218,122168545,122182713,Protein coding,IonXpress_NONO_c,4,14168
2219,122168545,122182713,Protein coding,IonXpress_SFPQt1,4,14168
2220,122176305,122182713,Protein coding,IonXpress_NONO_c,1,6408
2221,122176305,122182713,Protein coding,IonXpress_SFPQt1,1,6408
2222,122182882,122184978,Non coding,IonXpress_NONO_c,1,2096
2223,122182882,122184978,Non coding,IonXpress_SFPQt1,1,2096
2224,122182882,122184978,Protein coding,IonXpress_NONO_c,3,2096
2225,122182882,122184978,Protein coding,IonXpress_SFPQt1,3,2096
2226,122182882,122187647,Non coding,IonXpress_NONO_c,1,4765
2227,122182882,122187647,Non coding,IonXpress_SFPQt1,1,4765
2228,122182882,122187647,Protein coding,IonXpress_NONO_c,2,4765
2229,122182882,122187647,Protein coding,IonXpress_SFPQt1,2,4765
2230,122185006,122187647,Non coding,IonXpress_NONO_c,1,2641
2231,122185006,122187647,Non coding,IonXpress_SFPQt1,1,2641
2232,122185006,122187647,Protein coding,IonXpress_NONO_c,3,2641
2233,122185006,122187647,Protein coding,IonXpress_SFPQt1,3,2641
2234,122187753,122202513,Protein coding,IonXpress_NONO_c,1,14760
2235,122187753,122202513,Protein coding,IonXpress_SFPQt1,1,14760
2236,122187753,122203023,Protein coding,IonXpress_NONO_c,2,15270
2237,122187753,122203023,Protein coding,IonXpress_SFPQt1,2,15270
2238,122187753,122204911,Non coding,IonXpress_NONO_c,2,17158
2239,122187753,122204911,Non coding,IonXpress_SFPQt1,2,17158
2240,122187753,122204911,Protein coding,IonXpress_NONO_c,2,17158
2241,122187753,122204911,Protein coding,IonXpress_SFPQt1,2,17158
2242,122202538,122204911,Protein coding,IonXpress_NONO_c,1,2373
2243,122202538,122204911,Protein coding,IonXpress_SFPQt1,1,2373
2244,122203072,122204911,Protein coding,IonXpress_NONO_c,2,1839
2245,122203072,122204911,Protein coding,IonXpress_SFPQt1,2,1839
2246,122205083,122205850,Non coding,IonXpress_NONO_c,1,767
2247,122205083,122205850,Non coding,IonXpress_SFPQt1,1,767
2248,122205083,122205850,Protein coding,IonXpress_NONO_c,5,767
2249,122205083,122205850,Protein coding,IonXpress_SFPQt1,5,767
2250,122205116,122205850,Non coding,IonXpress_NONO_c,1,734
2251,122205116,122205850,Non coding,IonXpress_SFPQt1,1,734
2252,122205901,122206527,Non coding,IonXpress_NONO_c,2,626
2253,122205901,122206527,Non coding,IonXpress_SFPQt1,2,626
2254,122205901,122206527,Protein coding,IonXpress_NONO_c,5,626
2255,122205901,122206527,Protein coding,IonXpress_SFPQt1,5,626
2256,122206696,122208487,Non coding,IonXpress_NONO_c,2,1791
2257,122206696,122208487,Non coding,IonXpress_SFPQt1,2,1791
2258,122206696,122208487,Protein coding,IonXpress_NONO_c,5,1791
2259,122206696,122208487,Protein coding,IonXpress_SFPQt1,5,1791
2260,122208566,122209364,Non coding,IonXpress_NONO_c,2,798
2261,122208566,122209364,Non coding,IonXpress_SFPQt1,2,798
2262,122208566,122209364,Protein coding,IonXpress_NONO_c,5,798
2263,122208566,122209364,Protein coding,IonXpress_SFPQt1,5,798
2264,122209425,122215261,Non coding,IonXpress_NONO_c,2,5836
2265,122209425,122215261,Non coding,IonXpress_SFPQt1,2,5836
