,transcript,IonXpress_NONO_c,IonXpress_SFPQt1,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
245,uc009voy.1,['G13.1'],['G33.1' 'G33.2' 'G36.1'],uc009voy.1,chr1,+,17066767,17267729,17257024,17267486,9,"17066767,17256780,17256923,17263131,17264135,17264894,17265403,17266388,17267266,","17066892,17256842,17257089,17263368,17264232,17264978,17265637,17266588,17267729,",uc009voy.1,,471,uc009voy.1,AK026910,,,CROCC,,,"Homo sapiens ciliary rootlet coiled-coil, rootletin (CROCC), mRNA.",,
246,uc021udx.1,['G1099.1'],['G1277.1'],uc021udx.1,chr17,+,75085234,75213181,75139678,75210105,18,"75085234,75089325,75138727,75139648,75186884,75187262,75189502,75190758,75192283,75196565,75199651,75201357,75202310,75202809,75205423,75208031,75209395,75209999,","75085353,75089429,75138832,75139741,75187034,75187394,75189631,75190993,75192393,75196755,75199740,75201428,75202482,75202944,75205558,75208283,75209574,75213181,",Q59HE8,uc021udx.1,31721,uc021udx.1,NM_001204410,Q59HE8,Q59HE8_HUMAN,SEC14L1,NM_001204410,NP_001137473,"Homo sapiens SEC14-like 1 (S. cerevisiae) (SEC14L1), transcript variant 7, mRNA.",,
247,uc021udw.1,['G1099.1'],['G1277.1'],uc021udw.1,chr17,+,75084724,75213181,75139678,75212646,20,"75084724,75085234,75089325,75138727,75139648,75186884,75187262,75189502,75190758,75192283,75196565,75199651,75201357,75202310,75202809,75205423,75208031,75209395,75209999,75212630,","75085031,75085353,75089429,75138832,75139741,75187034,75187394,75189631,75190993,75192393,75196755,75199740,75201428,75202482,75202944,75205558,75208283,75209574,75210101,75213181,",NP_001191337,uc021udw.1,31719,uc021udw.1,NM_001204408,Q59HE8,Q59HE8_HUMAN,SEC14L1,NM_001204408,NP_001191337,"Homo sapiens SEC14-like 1 (S. cerevisiae) (SEC14L1), transcript variant 6, mRNA.",,
248,uc002cov.1,['G968.1'],['G1099.1'],uc002cov.1,chr16,-,2205023,2205106,2205023,2205023,1,"2205023,","2205106,",uc002cov.1,,28581,uc002cov.1,NR_002736,,,SNORD60,NR_002736,,"Homo sapiens small nucleolar RNA, C/D box 60 (SNORD60), small nuclear RNA.",,
249,uc003ldv.1,['G1854.1'],['G2157.1'],uc003ldv.1,chr5,+,138614468,138614668,138614468,138614468,1,"138614468,","138614668,",uc003ldv.1,,58002,uc003ldv.1,NR_002915,,,SNORA74A,NR_002915,,"Homo sapiens small nucleolar RNA, H/ACA box 74A (SNORA74A), small nucleolar RNA.",,
250,uc031rlt.1,['G1183.1'],['G1387.1' 'G1388.1' 'G1389.1'],uc031rlt.1,chr19,+,49990810,49995564,49993760,49995072,7,"49990810,49993106,49993731,49994035,49994296,49994681,49994985,","49990901,49993169,49993833,49994121,49994356,49994804,49995564,",NP_001257420,uc031rlt.1,37233,uc031rlt.1,NM_001270491,P40429,RL13A_HUMAN,RPL13A,NM_001270491,NP_001257420,"Homo sapiens ribosomal protein L13a (RPL13A), transcript variant 2, mRNA.",,
251,uc002ldp.3,['G1141.1' 'G1142.1' 'G1142.2' 'G1143.1'],['G1327.1' 'G1328.1' 'G1328.2' 'G1329.1'],uc002ldp.3,chr18,-,47014850,47018935,47014888,47017941,7,"47014850,47015728,47016823,47017162,47017774,47017901,47018827,","47014936,47015920,47016922,47017297,47017815,47018203,47018935,",P18621,uc002ldp.3,35291,uc002ldp.3,NM_000985,P18621,RL17_HUMAN,RPL17,NM_000985,NP_001186274,"Homo sapiens ribosomal protein L17 (RPL17), transcript variant 1, mRNA.",,
252,uc010vwp.1,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc010vwp.1,chr17,+,16342300,16373962,16342300,16342300,7,"16342300,16342640,16343498,16344387,16366146,16366480,16373615,","16342374,16342728,16343567,16344444,16366255,16366631,16373962,",uc010vwp.1,,30233,uc010vwp.1,NR_027178,,,C17orf76-AS1,NR_027178,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 22, non-coding RNA.",,
253,uc003qee.4,['G2008.1' 'G2008.2' 'G2008.3'],,uc003qee.4,chr6,+,133562494,133853258,133595918,133849943,19,"133562494,133595853,133703529,133767767,133777693,133782251,133783472,133783758,133785916,133789703,133802600,133804169,133827243,133833858,133834015,133836458,133844193,133846291,133849862,","133562887,133595951,133703579,133767892,133777786,133782318,133783615,133783902,133785996,133789869,133802737,133804253,133827333,133833917,133834176,133836573,133844315,133846392,133853258,",O95677-2,uc003qee.4,61843,uc003qee.4,NM_172103,O95677-2,O95677-2,EYA4,NM_172103,NP_742101,"Homo sapiens eyes absent homolog 4 (Drosophila) (EYA4), transcript variant 2, mRNA.",,
254,uc010vwn.1,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc010vwn.1,chr17,+,16342300,16373962,16342300,16342300,5,"16342300,16342640,16343498,16344387,16373615,","16342374,16342728,16343567,16344444,16373962,",uc010vwn.1,,30239,uc010vwn.1,NR_027175,,,C17orf76-AS1,NR_027175,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 19, non-coding RNA.",,
255,uc003guu.4,['G1725.1'],,uc003guu.4,chr4,+,39699663,39784410,39699947,39780054,7,"39699663,39739039,39747371,39757276,39776453,39779301,39779979,","39700010,39739133,39747430,39757359,39776553,39779430,39784410,",P61086,uc003guu.4,54534,uc003guu.4,NM_005339,P61086,UBE2K_HUMAN,UBE2K,NM_005339,NP_005330,"Homo sapiens ubiquitin-conjugating enzyme E2K (UBE2K), transcript variant 1, mRNA.",,
256,uc003hiz.1,['G1731.1'],['G2018.1'],uc003hiz.1,chr4,-,76787341,76817536,76787666,76817478,14,"76787341,76788465,76793177,76794279,76797439,76804078,76804318,76805746,76808004,76809366,76811109,76812800,76813003,76817423,","76787671,76788572,76793320,76794465,76797826,76804228,76804355,76805913,76808051,76809481,76811285,76812858,76813131,76817536,",O14830,uc003hiz.1,56145,uc003hiz.1,AF023457,O14830,PPE2_HUMAN,PPEF2,,,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
257,uc002yhf.3,['G1499.1'],,uc002yhf.3,chr20,+,62526454,62567384,62559698,62562921,5,"62526454,62559687,62560664,62562203,62562817,","62526676,62559805,62560878,62562375,62567384,",Q9H3Z4,uc002yhf.3,46127,uc002yhf.3,NM_025219,Q9H3Z4,DNJC5_HUMAN,DNAJC5,NM_025219,NP_079495,"Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 5 (DNAJC5), mRNA.",,
258,uc002tzx.3,['G1425.1'],,uc002tzx.3,chr2,+,159313475,159537940,159481812,159537189,22,"159313475,159389691,159433782,159459581,159477501,159477742,159481466,159488264,159490584,159497138,159498997,159514642,159517844,159519408,159519783,159522924,159526231,159530188,159530394,159533250,159535092,159536940,","159313730,159389828,159433895,159459616,159477633,159477933,159481939,159488453,159490801,159497271,159499211,159514826,159517962,159519600,159519957,159523075,159526427,159530273,159530512,159533379,159535166,159537940,",Q4W5T8,uc002tzx.3,41681,uc002tzx.3,BC048013,Q4W5T8,Q4W5T8_HUMAN,PKP4,,,"Homo sapiens plakophilin 4 (PKP4), transcript variant 1, mRNA.",,
259,uc001pkl.1,['G490.1'],,uc001pkl.1,chr11,+,108535815,108792970,108535880,108788803,17,"108535815,108544193,108546322,108547811,108549041,108550097,108559662,108562602,108564242,108577465,108586605,108590523,108593723,108709172,108712041,108722879,108788599,","108536066,108544254,108546453,108547970,108549162,108550287,108559789,108562765,108564327,108577564,108586693,108590612,108594189,108709292,108712203,108722936,108792970,",E9PIF2,uc001pkl.1,12823,uc001pkl.1,AB209884,E9PIF2,E9PIF2_HUMAN,DDX10,NM_004398,NP_004389,"Homo sapiens DEAD (Asp-Glu-Ala-Asp) box polypeptide 10 (DDX10), mRNA.",,
260,uc002tnc.3,['G1299.1'],['G1520.1'],uc002tnc.3,chr2,-,122095351,122407052,122098436,122363471,39,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122139783,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122168441,122176197,122182714,122184979,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122139900,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122168545,122176305,122182882,122185006,122187753,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",Q7Z460,uc002tnc.3,43950,uc002tnc.3,NM_015282,Q7Z460,CLAP1_HUMAN,CLASP1,NM_015282,NP_056097,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 1, mRNA.",,
261,uc009ywf.1,['G550.1'],['G631.1'],uc009ywf.1,chr11,-,93466393,93466466,93466393,93466393,1,"93466393,","93466466,",uc009ywf.1,,14946,uc009ywf.1,NR_003033,,,SNORD5,NR_003033,,"Homo sapiens small nucleolar RNA, C/D box 5 (SNORD5), small nucleolar RNA.",,
262,uc021trc.1,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc021trc.1,chr17,+,16342300,16373962,16342300,16342300,4,"16342300,16342640,16343498,16373615,","16342374,16342728,16343567,16373962,",uc021trc.1,,30230,uc021trc.1,NR_045023,,,C17orf76-AS1,NR_045023,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 26, non-coding RNA.",,
263,uc002tzy.1,['G1425.1'],,uc002tzy.1,chr2,+,159313966,159519600,159481812,159519600,14,"159313966,159389691,159433782,159459581,159477501,159477742,159481466,159488264,159490581,159497138,159498997,159514642,159517844,159519408,","159314819,159389828,159433895,159459616,159477633,159477933,159481939,159488453,159490801,159497271,159499211,159514826,159517962,159519600,",Q6LCG8,uc002tzy.1,41685,uc002tzy.1,AK054911,Q6LCG8,Q6LCG8_HUMAN,PKP4,,,"Homo sapiens plakophilin 4 (PKP4), transcript variant 2, mRNA.",,
264,uc010drg.3,['G1124.1' 'G1124.2'],['G1319.1'],uc010drg.3,chr18,-,77732866,77793915,77733684,77737641,3,"77732866,77737597,77793850,","77733856,77737701,77793915,",P83876,uc010drg.3,35491,uc010drg.3,AK308703,P83876,TXN4A_HUMAN,TXNL4A,NM_006701,NP_006692,"Homo sapiens thioredoxin-like 4A (TXNL4A), mRNA.",,
265,uc003ldr.3,['G1854.1'],['G2157.1'],uc003ldr.3,chr5,+,138609440,138618873,138609440,138609440,5,"138609440,138611809,138614015,138614739,138618427,","138609850,138611839,138614097,138614818,138618873,",uc003ldr.3,,57995,uc003ldr.3,NR_036536,,,SNHG4,NR_036536,,"Homo sapiens small nucleolar RNA host gene 4 (non-protein coding) (SNHG4), transcript variant 2, non-coding RNA.",,
266,uc003hix.3,['G1731.1'],['G2018.1'],uc003hix.3,chr4,-,76781025,76823681,76781819,76817478,17,"76781025,76785592,76787341,76788465,76793177,76794279,76797439,76804078,76804318,76805746,76808004,76809366,76811109,76812800,76813003,76817423,76823382,","76782073,76785680,76787505,76788572,76793320,76794465,76797826,76804228,76804355,76805913,76808051,76809481,76811285,76812858,76813131,76817536,76823681,",O14830,uc003hix.3,56143,uc003hix.3,NM_006239,O14830,PPE2_HUMAN,PPEF2,NM_006239,NP_006230,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
267,uc003umx.1,['G2117.1'],,uc003umx.1,chr7,+,93220884,93540384,93220884,93220884,4,"93220884,93515817,93536047,93538794,","93221083,93515861,93536154,93540384,",uc003umx.1,,69071,uc003umx.1,BC030956,,,GNGT1,,,"Homo sapiens guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1 (GNGT1), mRNA.",,
268,uc002tzz.1,['G1425.1'],,uc002tzz.1,chr2,+,159389691,159514826,159389696,159514824,11,"159389691,159433782,159459581,159477501,159477742,159481389,159488264,159490581,159497138,159498997,159514642,","159389828,159433895,159459616,159477627,159477933,159481939,159488453,159490801,159497271,159499211,159514826,",Q99569,uc002tzz.1,41686,uc002tzz.1,AK055823,Q99569,PKP4_HUMAN,PKP4,NM_001005476,NP_001005476,"Homo sapiens plakophilin 4 (PKP4), transcript variant 2, mRNA.",,
269,uc010qiz.1,['G248.1'],['G347.1'],uc010qiz.1,chr10,+,70480970,70548085,70482261,70548084,22,"70480970,70482211,70496632,70500385,70502132,70506917,70507130,70508892,70509280,70513608,70514470,70515126,70516029,70517050,70520763,70525644,70530962,70532744,70545892,70546302,70547683,70547899,","70481039,70482334,70496805,70500418,70502326,70507032,70507323,70509022,70509442,70513834,70514584,70515293,70516240,70517134,70520949,70525836,70531202,70532856,70545975,70546449,70547804,70548085,",Q8IX12-2,uc010qiz.1,8365,uc010qiz.1,AK299307,Q8IX12-2,Q8IX12-2,CCAR1,NM_018237,NP_060707,"Homo sapiens cell division cycle and apoptosis regulator 1 (CCAR1), mRNA.",,
270,uc001oys.3,['G486.1' 'G486.2' 'G486.3'],['G543.1'],uc001oys.3,chr11,-,77589765,77705717,77589994,77705689,23,"77589765,77594877,77602364,77602726,77605335,77612466,77614585,77618762,77629866,77632385,77633401,77635795,77639387,77649696,77652225,77666987,77669791,77671386,77671998,77690041,77692504,77702153,77705635,","77590173,77594998,77602508,77602886,77605395,77612597,77614666,77618856,77630024,77632519,77633517,77635938,77639593,77649871,77652297,77667108,77669880,77671437,77672184,77690148,77692622,77702345,77705717,",Q96HW7,uc001oys.3,14821,uc001oys.3,NM_033547,Q96HW7,INT4_HUMAN,INTS4,NM_033547,NP_291025,"Homo sapiens integrator complex subunit 4 (INTS4), mRNA.",,
271,uc003jcy.3,['G1804.1'],,uc003jcy.3,chr5,+,1801495,1816167,1801531,1816030,4,"1801495,1802434,1814452,1815964,","1801663,1802488,1814575,1816167,",O75380,uc003jcy.3,57000,uc003jcy.3,NM_004553,O75380,NDUS6_HUMAN,NDUFS6,NM_004553,NP_004544,"Homo sapiens NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase) (NDUFS6), nuclear gene encoding mitochondrial protein, mRNA.",,
272,uc010acl.3,['G768.1'],['G856.1'],uc010acl.3,chr13,-,46916136,46961635,46917519,46946610,15,"46916136,46918875,46919581,46923420,46924247,46930566,46933620,46935575,46936672,46937249,46942176,46942867,46946075,46952024,46961268,","46917632,46918966,46919735,46923482,46924486,46930631,46933766,46935708,46936733,46937348,46942384,46942950,46946732,46952140,46961635,",Q9H714,uc010acl.3,20265,uc010acl.3,NM_025113,Q9H714,K226L_HUMAN,KIAA0226L,NM_025113,NP_079389,"Homo sapiens KIAA0226-like (KIAA0226L), mRNA.",,
273,uc002ldt.2,['G1143.1'],['G1329.1'],uc002ldt.2,chr18,-,47018033,47018099,47018033,47018033,1,"47018033,","47018099,",uc002ldt.2,,35304,uc002ldt.2,NR_002572,,,SNORD58B,NR_002572,,"Homo sapiens small nucleolar RNA, C/D box 58B (SNORD58B), small nuclear RNA.",,
274,uc003plb.4,['G2045.1'],['G2420.1'],uc003plb.4,chr6,-,86386724,86388438,86386724,86386724,5,"86386724,86387141,86387512,86387671,86387853,","86386909,86387210,86387593,86387750,86388438,",uc003plb.4,,63470,uc003plb.4,BC108291,,,SNHG5,,,"Homo sapiens small nucleolar RNA host gene 5 (non-protein coding) (SNHG5), non-coding RNA.",,
275,uc010gia.1,['G1488.1'],['G1708.1'],uc010gia.1,chr20,+,47896849,47896952,47896849,47896849,1,"47896849,","47896952,",uc010gia.1,,45894,uc010gia.1,NR_003695,,,SNORD12B,NR_003695,,"Homo sapiens small nucleolar RNA, C/D box 12B (SNORD12B), small nucleolar RNA.",,
276,uc010hml.1,['G1614.1'],['G1860.1'],uc010hml.1,chr3,+,52724753,52724846,52724753,52724753,1,"52724753,","52724846,",uc010hml.1,,50773,uc010hml.1,NR_003687,,,SNORD19B,NR_003687,,"Homo sapiens small nucleolar RNA, C/D box 19B (SNORD19B), small nucleolar RNA.",,
277,uc010xdg.2,['G1141.1' 'G1142.1' 'G1142.2' 'G1143.1'],['G1327.1' 'G1328.1' 'G1328.2' 'G1329.1'],uc010xdg.2,chr18,-,47014850,47018935,47014888,47017264,6,"47014850,47015728,47016823,47017162,47017901,47018827,","47014936,47015920,47016922,47017297,47017954,47018935,",NP_001186274,uc010xdg.2,35299,uc010xdg.2,NM_001199345,P18621,RL17_HUMAN,RPL17,NM_001199345,NP_001186274,"Homo sapiens ribosomal protein L17 (RPL17), transcript variant 8, mRNA.",,
278,uc004dbl.3,['G2505.1'],,uc004dbl.3,chrX,+,24712063,25015102,24712078,25014067,37,"24712063,24717541,24721367,24722505,24732670,24733257,24734478,24735000,24735406,24735696,24741271,24742451,24744097,24745049,24745898,24750486,24751871,24753515,24755741,24757491,24759491,24760118,24761346,24763534,24766427,24766986,24828014,24828824,24830774,24833095,24839568,24844543,24859768,24861662,24906122,24948569,25013921,","24712103,24717666,24721464,24722586,24732786,24733320,24734571,24735088,24735608,24735875,24741384,24742568,24744172,24745188,24746053,24750571,24751933,24753605,24755858,24757667,24759621,24760238,24761446,24763659,24766577,24767109,24828047,24828917,24830980,24833228,24839700,24844718,24859947,24861794,24906239,24948666,25015102,",P09884,uc004dbl.3,77824,uc004dbl.3,NM_016937,P09884,DPOLA_HUMAN,POLA1,NM_016937,NP_058633,"Homo sapiens polymerase (DNA directed), alpha 1, catalytic subunit (POLA1), mRNA.",,
279,uc001emo.2,['G51.1'],['G107.1'],uc001emo.2,chr1,+,145209110,145291654,145248856,145290487,6,"145209110,145248812,145273184,145281368,145290428,145290780,","145209436,145248894,145273444,145281704,145290511,145291654,",Q7Z3S9-2,uc001emo.2,2173,uc001emo.2,AK075065,Q7Z3S9-2,Q7Z3S9-2,NOTCH2NL,NM_203458,NP_982283,"Homo sapiens notch 2 N-terminal like (NOTCH2NL), mRNA.",,
280,uc003kfh.1,['G1910.1'],,uc003kfh.1,chr5,-,76986994,77072185,76987242,77072081,4,"76986994,76989090,77004066,77072028,","76987323,76989177,77004172,77072185,",O75347,uc003kfh.1,59178,uc003kfh.1,NM_004607,O75347,TBCA_HUMAN,TBCA,NM_004607,NP_004598,"Homo sapiens tubulin folding cofactor A (TBCA), mRNA.",,
281,uc021vnl.1,['G1299.1'],['G1520.1'],uc021vnl.1,chr2,-,122095351,122407052,122098436,122363471,38,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122166599,122168441,122182714,122187648,122203024,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165288,122166623,122168545,122182882,122187753,122203072,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",B7ZLX3,uc021vnl.1,43953,uc021vnl.1,NM_001207051,B7ZLX3,B7ZLX3_HUMAN,CLASP1,NM_001207051,NP_001193980,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 4, mRNA.",,
282,uc010qjb.2,['G248.1'],['G347.1'],uc010qjb.2,chr10,+,70480982,70551309,70480982,70480982,24,"70480982,70482211,70496632,70497601,70500385,70502132,70506917,70507130,70508892,70509280,70513608,70514470,70515126,70517050,70520763,70525644,70530962,70532744,70545892,70546302,70547683,70547899,70549466,70550963,","70481045,70482334,70496805,70497646,70500418,70502326,70507032,70507323,70509022,70509442,70513834,70514584,70515293,70517134,70520949,70525836,70531202,70532856,70545975,70546449,70547804,70548085,70549672,70551309,",uc010qjb.2,,8364,uc010qjb.2,BC144118,,,CCAR1,,,"Homo sapiens cell division cycle and apoptosis regulator 1 (CCAR1), mRNA.",,
283,uc001doc.1,['G168.1' 'G168.2' 'G168.3'],['G235.1' 'G235.2' 'G235.3' 'G235.4' 'G235.5'],uc001doc.1,chr1,-,91842999,91866666,91843560,91866639,10,"91842999,91843959,91844619,91845660,91846468,91850743,91851131,91859649,91861849,91866568,","91843740,91844037,91844771,91845793,91846539,91850791,91851391,91859959,91861962,91866666,",B7ZM16,uc001doc.1,5555,uc001doc.1,BC144198,B7ZM16,B7ZM16_HUMAN,HFM1,NM_001017975,NP_001017975,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
284,uc010yza.2,['G1299.1'],['G1520.1'],uc010yza.2,chr2,-,122095351,122407052,122098436,122363471,38,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122166599,122168441,122182714,122184979,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122166623,122168545,122182882,122185006,122187753,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",Q7Z460-2,uc010yza.2,43952,uc010yza.2,NM_001142274,Q7Z460-2,Q7Z460-2,CLASP1,NM_001142274,NP_001135746,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 3, mRNA.",,
285,uc001uva.3,['G739.1'],,uc001uva.3,chr13,+,34392205,34540695,34392315,34540262,9,"34392205,34395268,34398053,34399925,34403972,34404855,34405392,34409284,34540223,","34392402,34395406,34398121,34400023,34404154,34404992,34405491,34409354,34540695,",C9JU95,uc001uva.3,19465,uc001uva.3,NM_181558,C9JU95,C9JU95_HUMAN,RFC3,NM_181558,NP_853536,"Homo sapiens replication factor C (activator 1) 3, 38kDa (RFC3), transcript variant 2, mRNA.",,
286,uc021viz.1,['G1373.1'],,uc021viz.1,chr2,-,70476122,70476193,70476122,70476122,1,"70476122,","70476193,",uc021viz.1,,81328,uc021viz.1,,,,TRNA_Gly,,,transfer RNA Gly (anticodon CCC),,chr2.tRNA27-GlyCCC
287,uc011egl.1,['G2073.1' 'G2076.1' 'G2080.1' 'G2081.1' 'G2082.1'],,uc011egl.1,chr6,-,166337535,166401527,166401065,166401386,2,"166337535,166401016,","166338147,166401527,",H0UI31,uc011egl.1,64145,uc011egl.1,NR_026861,H0UI31,H0UI31_HUMAN,LINC00473,NR_026861,,"Homo sapiens long intergenic non-protein coding RNA 473 (LINC00473), transcript variant 2, non-coding RNA.",,
288,uc021ynm.1,['G1960.1'],,uc021ynm.1,chr6,+,26538281,26538354,26538281,26538281,1,"26538281,","26538354,",uc021ynm.1,,81417,uc021ynm.1,,,,TRNA_Val,,,transfer RNA Val (anticodon CAC),,chr6.tRNA9-ValCAC
289,uc021tra.1,['G1013.1' 'G1013.2'],['G1164.1' 'G1165.1'],uc021tra.1,chr17,+,16342300,16373962,16342300,16342300,5,"16342300,16342640,16343498,16344387,16373615,","16342343,16342728,16343567,16344444,16373962,",uc021tra.1,,30244,uc021tra.1,NR_027172,,,C17orf76-AS1,NR_027172,,"Homo sapiens C17orf76 antisense RNA 1 (C17orf76-AS1), transcript variant 16, non-coding RNA.",,
290,uc002yjk.3,['G1544.1' 'G1544.2'],['G1780.1' 'G1780.2'],uc002yjk.3,chr21,+,15399741,15516778,15399741,15399741,3,"15399741,15456270,15516077,","15399918,15456465,15516778,",uc002yjk.3,,47137,uc002yjk.3,BC048201,,,BC048201,,,"Homo sapiens, clone IMAGE:4102980, mRNA.",,
291,uc001gjk.3,"['G194.1' 'G195.1' 'G196.1' 'G197.1' 'G197.2' 'G199.1' 'G200.1' 'G201.1'
 'G201.2']","['G285.1' 'G286.1' 'G287.1' 'G287.2' 'G288.1' 'G288.2' 'G289.1' 'G290.1'
 'G290.2' 'G291.1' 'G292.1']",uc001gjk.3,chr1,-,173833038,173837125,173833038,173833038,8,"173833038,173833394,173834608,173834994,173835314,173835665,173836128,173837097,","173833213,173834420,173834685,173835032,173835344,173835934,173836181,173837125,",uc001gjk.3,,6932,uc001gjk.3,BC038733,,,GAS5,,,"Homo sapiens growth arrest-specific 5 (non-protein coding) (GAS5), non-coding RNA.",,
292,uc021osy.1,['G175.1'],['G251.1'],uc021osy.1,chr1,-,120492742,120594328,120493116,120572566,15,"120492742,120496165,120497662,120502014,120506196,120508075,120508998,120510055,120510699,120512133,120529582,120539619,120547951,120572528,120594097,","120493460,120496311,120497855,120502125,120506430,120508189,120509112,120510244,120510855,120512367,120529705,120539955,120548211,120572610,120594328,",D2WEZ3,uc021osy.1,5903,uc021osy.1,GQ231534,D2WEZ3,D2WEZ3_HUMAN,NOTCH2,NM_001200001,NP_001186930,"Homo sapiens notch 2 (NOTCH2), transcript variant 2, mRNA.",,
293,uc003zzs.1,['G2376.1'],,uc003zzs.1,chr9,+,37120601,37187051,37126332,37186719,4,"37120601,37121596,37126308,37186708,","37120773,37121669,37126939,37187051,",Q8N3Z6-2,uc003zzs.1,74696,uc003zzs.1,BC022434,Q8N3Z6-2,Q8N3Z6-2,ZCCHC7,NM_032226,NP_115602,"Homo sapiens zinc finger, CCHC domain containing 7 (ZCCHC7), mRNA.",,
294,uc001vbi.4,['G768.1'],['G856.1'],uc001vbi.4,chr13,-,46916136,47012325,46917519,46952088,15,"46916136,46918875,46919581,46923420,46924247,46930566,46933620,46935575,46936672,46937249,46942176,46942867,46952024,46961811,47011519,","46917632,46918966,46919735,46923482,46924486,46930631,46933766,46935708,46936733,46937348,46942384,46942950,46952140,46962014,47012325,",G8JLB1,uc001vbi.4,20270,uc001vbi.4,AK125950,G8JLB1,G8JLB1_HUMAN,KIAA0226L,NM_025113,NP_079389,"Homo sapiens KIAA0226-like (KIAA0226L), mRNA.",,
295,uc002eev.4,['G945.1' 'G946.1'],,uc002eev.4,chr16,+,47495209,47735434,47495261,47733277,31,"47495209,47531309,47533666,47536901,47545575,47549431,47581343,47614205,47621578,47622815,47627410,47628047,47630283,47644736,47674945,47675509,47682443,47683010,47684454,47684741,47694416,47694567,47695629,47697587,47698795,47703125,47722951,47727288,47730291,47732358,47733139,","47495337,47531399,47533805,47537001,47545683,47549512,47581459,47614269,47621674,47623013,47627468,47628125,47630442,47644831,47675001,47675603,47682527,47683115,47684537,47684832,47694478,47694730,47695711,47697645,47698886,47703328,47723086,47727418,47730399,47732499,47735434,",Q93100,uc002eev.4,27642,uc002eev.4,NM_000293,Q93100,KPBB_HUMAN,PHKB,NM_000293,NP_000284,"Homo sapiens phosphorylase kinase, beta (PHKB), transcript variant 1, mRNA.",,
296,uc009yoi.2,['G524.1'],['G599.1' 'G599.2' 'G599.3' 'G599.4'],uc009yoi.2,chr11,-,62600382,62609281,62600423,62607042,12,"62600382,62601089,62601263,62601747,62601898,62602902,62603166,62603432,62606585,62606793,62606978,62609040,","62600603,62601146,62601409,62601803,62601999,62603004,62603313,62603508,62606707,62606900,62607339,62609281,",Q6RFH5,uc009yoi.2,14382,uc009yoi.2,AK292330,Q6RFH5,WDR74_HUMAN,WDR74,NM_018093,NP_060563,"Homo sapiens WD repeat domain 74 (WDR74), mRNA.",,
