,transcript,IonXpress_SFPQ_N,IonXpress_NONO_N,#name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,alignID,Unnamed: 0,#kgID,mRNA,spID,spDisplayID,geneSymbol,refseq,protAcc,description,rfamAcc,tRnaName
1295,uc011mzn.1,['G2977.1' 'G2977.2' 'G2978.1' 'G2978.2' 'G2979.1'],['G2591.1' 'G2591.2' 'G2591.3'],uc011mzn.1,chrX,-,153576899,153586723,153577216,153582648,19,"153576899,153577729,153578016,153578398,153579276,153579948,153580251,153580548,153580920,153581139,153581368,153581663,153582282,153582518,153582748,153582983,153583192,153585801,153586566,","153577404,153577933,153578235,153578575,153579409,153580064,153580389,153580815,153581043,153581292,153581572,153581825,153582411,153582659,153582851,153583079,153583440,153585991,153586723,",E9PHF0,uc011mzn.1,80518,uc011mzn.1,AK304255,E9PHF0,E9PHF0_HUMAN,FLNA,NM_001456,NP_001447,"Homo sapiens filamin A, alpha (FLNA), transcript variant 1, mRNA.",,
1296,uc001chg.3,['G214.1'],,uc001chg.3,chr1,-,42642209,42801548,42645380,42776764,13,"42642209,42647587,42654407,42654973,42656973,42660560,42664772,42671432,42693553,42730785,42744018,42776720,42801296,","42645496,42647695,42654599,42655075,42657390,42660735,42664901,42671534,42693637,42730860,42744343,42776781,42801548,",Q9UPW0,uc001chg.3,5020,uc001chg.3,NM_001198850,Q9UPW0,FOXJ3_HUMAN,FOXJ3,NM_001198850,NP_055762,"Homo sapiens forkhead box J3 (FOXJ3), transcript variant 2, mRNA.",,
1297,uc003lzb.3,['G2168.1'],,uc003lzb.3,chr5,+,162864576,162872022,162866262,162869571,7,"162864576,162866262,162868083,162868891,162869050,162869379,162870679,","162864810,162866526,162868337,162868970,162869149,162869574,162872022,",P51959,uc003lzb.3,58383,uc003lzb.3,NM_199246,P51959,CCNG1_HUMAN,CCNG1,NM_199246,NP_954854,"Homo sapiens cyclin G1 (CCNG1), transcript variant 1, mRNA.",,
1298,uc002siu.4,['G1602.1'],,uc002siu.4,chr2,-,73300509,73340146,73302648,73339905,5,"73300509,73303120,73315177,73316006,73339474,","73302852,73303310,73315877,73316443,73340146,",Q9BXF6,uc002siu.4,43472,uc002siu.4,NM_015470,Q9BXF6,RFIP5_HUMAN,RAB11FIP5,NM_015470,NP_056285,"Homo sapiens RAB11 family interacting protein 5 (class I) (RAB11FIP5), mRNA.",,
1299,uc002eap.3,['G1112.1' 'G1112.2'],,uc002eap.3,chr16,+,31085742,31094833,31087645,31094413,3,"31085742,31087566,31094291,","31085952,31093022,31094833,",O15015-2,uc002eap.3,27553,uc002eap.3,NM_014699,O15015-2,O15015-2,ZNF646,NM_014699,NP_055514,"Homo sapiens zinc finger protein 646 (ZNF646), mRNA.",,
1300,uc001sxs.3,['G777.1'],,uc001sxs.3,chr12,+,75874512,75895716,75874660,75892758,6,"75874512,75875613,75884185,75889356,75892473,75892603,","75874834,75875859,75884298,75889442,75892500,75895716,",P48060,uc001sxs.3,16761,uc001sxs.3,NM_006851,P48060,GLIP1_HUMAN,GLIPR1,NM_006851,NP_006842,"Homo sapiens GLI pathogenesis-related 1 (GLIPR1), mRNA.",,
1301,uc001bqc.2,['G42.1' 'G42.2' 'G42.3' 'G44.1' 'G44.2' 'G44.3'],['G21.1' 'G21.2' 'G23.1'],uc001bqc.2,chr1,+,28832454,28865708,28856378,28864519,12,"28832454,28834639,28835341,28856369,28858314,28858682,28861561,28861769,28862382,28862773,28863258,28864343,","28832596,28834672,28835417,28856451,28858502,28858862,28861658,28861892,28862538,28862893,28863411,28865708,",P18754,uc001bqc.2,770,uc001bqc.2,NM_001048199,P18754,RCC1_HUMAN,RCC1,NM_001048199,NP_001260,"Homo sapiens regulator of chromosome condensation 1 (RCC1), transcript variant 4, mRNA.",,
1302,uc003bif.3,['G1804.1'],,uc003bif.3,chr22,+,47169823,47571342,47189419,47569269,13,"47169823,47188416,47189397,47193340,47274548,47287161,47290679,47307969,47370185,47393529,47432966,47507403,47569140,","47170132,47188473,47189738,47193517,47274619,47287290,47290742,47308084,47370295,47393605,47433094,47507499,47571342,",Q8WUA7,uc003bif.3,48933,uc003bif.3,AK127653,Q8WUA7,TB22A_HUMAN,TBC1D22A,NM_014346,NP_055161,"Homo sapiens TBC1 domain family, member 22A (TBC1D22A), mRNA.",,
1303,uc003tlo.1,['G2483.1'],,uc003tlo.1,chr7,+,44684925,44737096,44695945,44737095,15,"44684925,44687255,44695916,44706334,44713385,44714009,44714776,44715568,44721318,44733423,44734022,44735623,44736027,44736512,44736968,","44685117,44687358,44695961,44706450,44713540,44714156,44714867,44715748,44721447,44733603,44734175,44735726,44736156,44736663,44737096,",A2VCT2,uc003tlo.1,68558,uc003tlo.1,BC128550,A2VCT2,A2VCT2_HUMAN,OGDH,NM_002541,NP_002532,"Homo sapiens oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) (OGDH), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
1304,uc010hod.3,['G1952.1'],,uc010hod.3,chr3,-,72798427,72897598,72799434,72891494,11,"72798427,72842066,72861821,72864500,72866380,72873574,72881519,72890195,72891430,72893509,72897348,","72799987,72842187,72861945,72864554,72866535,72873702,72881632,72890350,72891553,72893604,72897598,",Q6PI26,uc010hod.3,53031,uc010hod.3,AK092962,Q6PI26,SHQ1_HUMAN,SHQ1,NM_018130,NP_060600,"Homo sapiens SHQ1, H/ACA ribonucleoprotein assembly factor (SHQ1), mRNA.",,
1305,uc001vxa.1,['G932.1' 'G933.1' 'G933.2'],,uc001vxa.1,chr14,-,20811229,20811570,20811229,20811229,1,"20811229,","20811570,",uc001vxa.1,,22192,uc001vxa.1,NR_002312,,,RPPH1,NR_002312,,"Homo sapiens ribonuclease P RNA component H1 (RPPH1), RNase P RNA.",,
1306,uc010cpj.1,['G1167.1' 'G1167.2'],,uc010cpj.1,chr17,+,16614992,16707819,16614992,16614992,21,"16614992,16623511,16623830,16630840,16635113,16635851,16638003,16664738,16665626,16667278,16675290,16676810,16686936,16687736,16690261,16691248,16699356,16701555,16703264,16704349,16705572,","16615129,16623545,16623972,16631054,16635297,16635980,16638957,16665032,16665847,16667489,16675333,16677596,16687047,16687794,16690436,16691449,16699548,16701844,16703685,16704442,16707819,",uc010cpj.1,,30254,uc010cpj.1,EF553518,,,USP32P1,,,"Homo sapiens ubiquitin specific peptidase 32 pseudogene 1 (USP32P1), non-coding RNA.",,
1307,uc001gjj.3,"['G285.1' 'G286.1' 'G286.2' 'G286.3' 'G287.1' 'G287.2' 'G288.1' 'G288.2'
 'G289.1' 'G289.2' 'G290.1' 'G290.2' 'G291.1' 'G292.1' 'G292.2' 'G293.1'
 'G294.1']","['G194.1' 'G195.1' 'G195.2' 'G196.1' 'G197.1' 'G197.2' 'G198.1' 'G198.2'
 'G199.1' 'G200.1' 'G200.2' 'G201.1' 'G201.2' 'G202.1' 'G202.2' 'G203.1']",uc001gjj.3,chr1,-,173833038,173837125,173833038,173833038,12,"173833038,173833394,173833621,173833812,173834366,173834608,173834994,173835314,173835665,173835898,173836128,173837097,","173833213,173833442,173833644,173833842,173834420,173834685,173835032,173835344,173835705,173835934,173836181,173837125,",uc001gjj.3,,6928,uc001gjj.3,NR_002578,,,GAS5,NR_002578,,"Homo sapiens growth arrest-specific 5 (non-protein coding) (GAS5), non-coding RNA.",,
1308,uc010osv.1,['G235.1' 'G235.2' 'G235.3' 'G235.4' 'G235.5' 'G235.6'],['G168.1' 'G168.2' 'G168.3' 'G168.4' 'G168.5'],uc010osv.1,chr1,-,91733301,91870426,91733302,91866626,29,"91733301,91739268,91740286,91742184,91742538,91778905,91779513,91781371,91781657,91781947,91784634,91784849,91788506,91788649,91790231,91808986,91812985,91816294,91817105,91818062,91818607,91818812,91840914,91841083,91843581,91843959,91844619,91866568,91870354,","91733412,91739372,91740366,91742300,91742619,91779052,91779617,91781529,91781741,91782033,91784766,91784947,91788554,91788756,91790323,91809067,91813033,91816428,91817200,91818208,91818709,91818856,91841003,91841284,91843740,91844037,91844771,91866666,91870426,",A2PYH4,uc010osv.1,5552,uc010osv.1,AK294754,A2PYH4,HFM1_HUMAN,HFM1,,,"Homo sapiens HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae) (HFM1), mRNA.",,
1309,uc010yzd.1,['G1520.1'],['G1299.1'],uc010yzd.1,chr2,+,122288455,122288585,122288455,122288455,1,"122288455,","122288585,",uc010yzd.1,,41448,uc010yzd.1,NR_023343,,,RNU4ATAC,NR_023343,,"Homo sapiens RNA, U4atac small nuclear (U12-dependent splicing) (RNU4ATAC), small nuclear RNA.",,
1310,uc003sot.4,['G2552.1' 'G2554.1' 'G2554.2'],['G2157.1'],uc003sot.4,chr7,-,5566778,5570232,5567378,5569288,6,"5566778,5567634,5567911,5568791,5569165,5570154,","5567522,5567816,5568350,5569031,5569294,5570232,",P60709,uc003sot.4,70161,uc003sot.4,NM_001101,P60709,ACTB_HUMAN,ACTB,NM_001101,NP_001092,"Homo sapiens actin, beta (ACTB), mRNA.",,
1311,uc003qec.4,['G2361.1' 'G2361.2' 'G2361.3' 'G2362.1'],['G2008.1' 'G2008.2' 'G2008.3' 'G2009.1' 'G2009.2'],uc003qec.4,chr6,+,133562494,133853258,133595918,133849943,20,"133562494,133595853,133703529,133767767,133769248,133777693,133782251,133783472,133783758,133785916,133789703,133802600,133804169,133827243,133833858,133834015,133836458,133844193,133846291,133849862,","133562887,133595951,133703579,133767892,133769317,133777786,133782318,133783615,133783902,133785996,133789869,133802737,133804253,133827333,133833917,133834176,133836573,133844315,133846392,133853258,",O95677,uc003qec.4,61841,uc003qec.4,NM_004100,O95677,EYA4_HUMAN,EYA4,NM_004100,NP_004091,"Homo sapiens eyes absent homolog 4 (Drosophila) (EYA4), transcript variant 1, mRNA.",,
1312,uc001aif.3,['G181.1'],,uc001aif.3,chr1,-,1716724,1822526,1718769,1756892,12,"1716724,1718760,1720491,1721833,1724683,1735857,1737913,1747194,1749275,1756835,1770628,1822258,","1718492,1718876,1720708,1722035,1724750,1736020,1737977,1747301,1749314,1756938,1770677,1822526,",P62873,uc001aif.3,4136,uc001aif.3,NM_002074,P62873,GBB1_HUMAN,GNB1,NM_002074,NP_002065,"Homo sapiens guanine nucleotide binding protein (G protein), beta polypeptide 1 (GNB1), mRNA.",,
1313,uc003ony.4,['G2408.1'],,uc003ony.4,chr6,-,38136226,38563843,38142760,38562084,10,"38136226,38160294,38224184,38256047,38312759,38545375,38547993,38560351,38561739,38563545,","38142958,38160373,38224292,38256237,38312869,38545495,38548213,38560616,38562103,38563843,",NP_689946,uc003ony.4,63063,uc003ony.4,NM_152733,Q96Q07,BTBD9_HUMAN,BTBD9,NM_152733,NP_689946,"Homo sapiens BTB (POZ) domain containing 9 (BTBD9), transcript variant 3, mRNA.",,
1314,uc002hci.3,['G1178.1' 'G1179.1' 'G1180.1'],['G1023.1' 'G1024.1' 'G1025.1'],uc002hci.3,chr17,+,27046999,27051374,27047023,27050899,5,"27046999,27047724,27049740,27050588,27050884,","27047048,27047908,27049917,27050658,27051374,",P62750,uc002hci.3,30477,uc002hci.3,NM_000984,P62750,RL23A_HUMAN,RPL23A,NM_000984,NP_000975,"Homo sapiens ribosomal protein L23a (RPL23A), mRNA.",,
1315,uc002hfd.3,['G1182.1'],,uc002hfd.3,chr17,+,28804425,28853832,28804451,28849396,9,"28804425,28808160,28811231,28811680,28817143,28819696,28837897,28846956,28849271,","28804482,28808275,28811319,28811788,28817235,28819771,28837927,28847039,28853832,",E9PCW1,uc002hfd.3,30520,uc002hfd.3,NM_001007025,E9PCW1,E9PCW1_HUMAN,GOSR1,NM_001007025,NP_001007025,"Homo sapiens golgi SNAP receptor complex member 1 (GOSR1), transcript variant 2, mRNA.",,
1316,uc010osr.2,['G78.1'],,uc010osr.2,chr1,+,89246721,89301938,89250341,89299131,17,"89246721,89250321,89251786,89270073,89270528,89271179,89271573,89272995,89273211,89273366,89279239,89287623,89289992,89294163,89298426,89298759,89298927,","89246844,89250507,89251896,89270217,89270604,89271354,89271700,89273126,89273287,89273458,89279416,89287686,89290069,89294306,89298534,89298840,89301938,",Q16513,uc010osr.2,1698,uc010osr.2,AK301066,Q16513,PKN2_HUMAN,PKN2,NM_006256,NP_006247,"Homo sapiens protein kinase N2 (PKN2), mRNA.",,
1317,uc003sor.4,['G2552.1' 'G2554.1' 'G2554.2'],['G2157.1'],uc003sor.4,chr7,-,5566778,5569294,5567378,5568347,4,"5566778,5567634,5567911,5569165,","5567522,5567816,5569031,5569294,",P60709,uc003sor.4,70163,uc003sor.4,AK125561,P60709,ACTB_HUMAN,ACTB,NM_001101,NP_001092,"Homo sapiens actin, beta (ACTB), mRNA.",,
1318,uc010ohl.1,['G49.1'],,uc010ohl.1,chr1,-,33145506,33168361,33147388,33168261,4,"33145506,33149858,33160465,33168208,","33147461,33149983,33161645,33168361,",NP_001155180,uc010ohl.1,4800,uc010ohl.1,NM_001161708,Q9H7C4-2,Q9H7C4-2,SYNC,NM_001161708,NP_001155180,"Homo sapiens syncoilin, intermediate filament protein (SYNC), transcript variant 2, mRNA.",,
1319,uc021wgw.1,['G1762.1'],,uc021wgw.1,chr21,+,9826202,9826263,9826202,9826202,1,"9826202,","9826263,",uc021wgw.1,,47126,uc021wgw.1,NR_037458,,,MIR3687,NR_037458,,"Homo sapiens microRNA 3687 (MIR3687), microRNA.",,
1320,uc003hiz.1,['G2018.1' 'G2019.1'],['G1731.1' 'G1731.2' 'G1732.1' 'G1733.1'],uc003hiz.1,chr4,-,76787341,76817536,76787666,76817478,14,"76787341,76788465,76793177,76794279,76797439,76804078,76804318,76805746,76808004,76809366,76811109,76812800,76813003,76817423,","76787671,76788572,76793320,76794465,76797826,76804228,76804355,76805913,76808051,76809481,76811285,76812858,76813131,76817536,",O14830,uc003hiz.1,56145,uc003hiz.1,AF023457,O14830,PPE2_HUMAN,PPEF2,,,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
1321,uc002tnc.3,['G1520.1'],['G1299.1'],uc002tnc.3,chr2,-,122095351,122407052,122098436,122363471,39,"122095351,122104613,122106087,122120747,122122669,122125163,122135074,122139783,122144697,122145338,122154715,122155897,122159084,122161946,122165046,122168441,122176197,122182714,122184979,122187648,122204912,122205851,122206528,122208488,122209365,122215262,122216415,122217555,122218676,122220107,122227383,122260742,122273240,122283420,122285374,122286252,122287822,122363276,122406947,","122098523,122104730,122106294,122120876,122122860,122125407,122135225,122139900,122144804,122145482,122154859,122155976,122159248,122162010,122165291,122168545,122176305,122182882,122185006,122187753,122205083,122205901,122206696,122208566,122209425,122215333,122216551,122217701,122218769,122220181,122227536,122260810,122273338,122283496,122285466,122286356,122287901,122363756,122407052,",Q7Z460,uc002tnc.3,43950,uc002tnc.3,NM_015282,Q7Z460,CLAP1_HUMAN,CLASP1,NM_015282,NP_056097,"Homo sapiens cytoplasmic linker associated protein 1 (CLASP1), transcript variant 1, mRNA.",,
1322,uc011cse.2,['G2219.1'],,uc011cse.2,chr5,-,71515235,71616084,71516735,71616048,12,"71515235,71519509,71521883,71524092,71528269,71529945,71533840,71537473,71591357,71593458,71609907,71615975,","71516975,71519677,71522026,71524195,71528385,71530024,71533955,71537515,71591416,71593529,71609985,71616084,",B4DRT2,uc011cse.2,59132,uc011cse.2,AK299412,B4DRT2,B4DRT2_HUMAN,MRPS27,NM_015084,NP_055899,"Homo sapiens mitochondrial ribosomal protein S27 (MRPS27), nuclear gene encoding mitochondrial protein, mRNA.",,
1323,uc010drg.3,['G1319.1' 'G1319.2' 'G1319.3'],['G1123.1' 'G1124.1' 'G1124.2'],uc010drg.3,chr18,-,77732866,77793915,77733684,77737641,3,"77732866,77737597,77793850,","77733856,77737701,77793915,",P83876,uc010drg.3,35491,uc010drg.3,AK308703,P83876,TXN4A_HUMAN,TXNL4A,NM_006701,NP_006692,"Homo sapiens thioredoxin-like 4A (TXNL4A), mRNA.",,
1324,uc003hix.3,['G2018.1' 'G2019.1'],['G1731.1' 'G1731.2' 'G1732.1' 'G1733.1'],uc003hix.3,chr4,-,76781025,76823681,76781819,76817478,17,"76781025,76785592,76787341,76788465,76793177,76794279,76797439,76804078,76804318,76805746,76808004,76809366,76811109,76812800,76813003,76817423,76823382,","76782073,76785680,76787505,76788572,76793320,76794465,76797826,76804228,76804355,76805913,76808051,76809481,76811285,76812858,76813131,76817536,76823681,",O14830,uc003hix.3,56143,uc003hix.3,NM_006239,O14830,PPE2_HUMAN,PPEF2,NM_006239,NP_006230,"Homo sapiens protein phosphatase, EF-hand calcium binding domain 2 (PPEF2), mRNA.",,
1325,uc021yba.1,['G2137.1'],,uc021yba.1,chr5,+,85916313,85916392,85916313,85916313,1,"85916313,","85916392,",uc021yba.1,,57617,uc021yba.1,NR_037402,,,MIR3607,NR_037402,,"Homo sapiens microRNA 3607 (MIR3607), microRNA.",,
1326,uc003ibz.1,['G2031.1' 'G2031.2'],,uc003ibz.1,chr4,+,119200344,119200475,119200344,119200344,1,"119200344,","119200475,",uc003ibz.1,,55138,uc003ibz.1,NR_002963,,,SNORA24,NR_002963,,"Homo sapiens small nucleolar RNA, H/ACA box 24 (SNORA24), small nucleolar RNA.",,
1327,uc003udy.3,['G2497.1'],,uc003udy.3,chr7,+,75544419,75616173,75583310,75615799,16,"75544419,75583306,75601730,75608768,75609656,75610365,75610834,75611541,75612837,75613055,75614094,75614375,75614896,75615240,75615476,75615654,","75544497,75583498,75601779,75608897,75609806,75610490,75610924,75611640,75612954,75613174,75614276,75614525,75615167,75615386,75615559,75616173,",NP_000932,uc003udy.3,68896,uc003udy.3,NM_000941,Q59ED7,Q59ED7_HUMAN,POR,NM_000941,NP_000932,"Homo sapiens P450 (cytochrome) oxidoreductase (POR), mRNA.",,
1328,uc002sqw.2,['G1509.1'],['G1285.1'],uc002sqw.2,chr2,+,86333304,86369280,86333370,86364682,24,"86333304,86335472,86335622,86338235,86343652,86344177,86346043,86348601,86350823,86352117,86352577,86352917,86354283,86355063,86357770,86358200,86359440,86360300,86360468,86361414,86361961,86363643,86364104,86364591,","86333474,86335525,86335659,86338281,86343721,86344282,86346167,86348717,86350885,86352205,86352638,86353003,86354428,86355114,86357860,86358229,86359547,86360379,86360559,86361500,86362110,86363685,86364263,86369280,",Q96EY7,uc002sqw.2,41004,uc002sqw.2,NM_017952,Q96EY7,PTCD3_HUMAN,PTCD3,NM_017952,NP_060422,"Homo sapiens pentatricopeptide repeat domain 3 (PTCD3), nuclear gene encoding mitochondrial protein, mRNA.",,
1329,uc001mgs.4,['G446.1'],['G349.1'],uc001mgs.4,chr11,+,8703994,8711419,8704360,8707353,5,"8703994,8704748,8705552,8706264,8707224,","8704363,8704812,8705628,8706439,8711419,",P46776,uc001mgs.4,11300,uc001mgs.4,NM_000990,P46776,RL27A_HUMAN,RPL27A,NM_000990,NP_000981,"Homo sapiens ribosomal protein L27a (RPL27A), mRNA.",,
1330,uc009yoa.1,['G472.1'],['G370.1'],uc009yoa.1,chr11,+,62432893,62433042,62432893,62432893,1,"62432893,","62433042,",uc009yoa.1,,12028,uc009yoa.1,NR_004390,,,SNORA57,NR_004390,,"Homo sapiens small nucleolar RNA, H/ACA box 57 (SNORA57), small nucleolar RNA.",,
1331,uc010tss.2,['G898.1'],['G809.1'],uc010tss.2,chr14,+,66974124,67648525,66975245,67647654,25,"66974124,67147824,67243181,67291191,67309395,67346656,67382719,67389382,67431907,67452398,67462893,67490349,67525365,67555699,67567572,67576856,67578577,67579734,67588972,67610078,67626131,67631878,67635649,67646294,67647520,","66975309,67147903,67243239,67291284,67309434,67346751,67382786,67389655,67432042,67452455,67462935,67490392,67525503,67555792,67567628,67576976,67578636,67579888,67589094,67610166,67626205,67631943,67635753,67646391,67648525,",F5H039,uc010tss.2,21425,uc010tss.2,AK294532,F5H039,F5H039_HUMAN,GPHN,NM_020806,NP_001019389,"Homo sapiens gephyrin (GPHN), transcript variant 2, mRNA.",,
1332,uc001rzs.3,['G698.1'],,uc001rzs.3,chr12,+,52445185,52453291,52448112,52452728,8,"52445185,52446279,52448110,52449813,52450277,52450840,52451135,52452471,","52445352,52446429,52448988,52449943,52450429,52451043,52451314,52453291,",P22736,uc001rzs.3,16308,uc001rzs.3,NM_002135,P22736,NR4A1_HUMAN,NR4A1,NM_002135,NP_775180,"Homo sapiens nuclear receptor subfamily 4, group A, member 1 (NR4A1), transcript variant 1, mRNA.",,
1333,uc001chs.3,['G54.1'],,uc001chs.3,chr1,+,43148065,43168020,43148236,43166686,8,"43148065,43149073,43159160,43161869,43162312,43162850,43166451,43167651,","43148402,43149137,43159194,43161959,43162615,43162933,43166717,43168020,",P67809,uc001chs.3,1063,uc001chs.3,NM_004559,P67809,YBOX1_HUMAN,YBX1,NM_004559,NP_004550,"Homo sapiens Y box binding protein 1 (YBX1), mRNA.",,
1334,uc001zrq.4,['G974.1'],,uc001zrq.4,chr15,-,43699411,43785354,43699580,43785241,28,"43699411,43700140,43701094,43701844,43705316,43707791,43708422,43712502,43713222,43714052,43720213,43724391,43730521,43733723,43738584,43739563,43748089,43762055,43766870,43767762,43769790,43771594,43772056,43773092,43783866,43784199,43784481,43785234,","43699768,43700286,43701294,43701939,43705526,43708007,43708614,43712933,43713372,43714324,43720366,43724875,43730614,43733781,43738788,43739683,43749416,43762264,43766965,43767892,43769957,43771724,43772215,43773220,43783951,43784293,43784666,43785354,",F8VY86,uc001zrq.4,25471,uc001zrq.4,NM_001141979,F8VY86,F8VY86_HUMAN,TP53BP1,NM_001141979,NP_001135451,"Homo sapiens tumor protein p53 binding protein 1 (TP53BP1), transcript variant 2, mRNA.",,
1335,uc001rpc.3,['G756.1'],['G682.1'],uc001rpc.3,chr12,-,46576840,46663208,46582752,46633583,17,"46576840,46591502,46591701,46592407,46594880,46596792,46598083,46598314,46599862,46600937,46601311,46602836,46622935,46623346,46633461,46636982,46662647,","46582854,46591600,46591843,46592526,46594981,46596872,46598200,46598373,46599945,46601019,46601404,46602910,46623051,46623422,46633676,46637097,46663208,",Q9H2H9,uc001rpc.3,18032,uc001rpc.3,NM_001077484,Q9H2H9,S38A1_HUMAN,SLC38A1,NM_001077484,NP_109599,"Homo sapiens solute carrier family 38, member 1 (SLC38A1), transcript variant 2, mRNA.",,
1336,uc002sbe.3,['G1590.1'],,uc002sbe.3,chr2,-,61414589,61697849,61415236,61697827,80,"61414589,61416044,61417405,61417652,61420035,61430274,61431390,61431631,61433151,61433894,61436033,61438906,61441194,61447444,61448636,61449753,61450194,61450382,61454201,61455779,61455961,61456682,61459586,61462979,61463160,61463295,61463459,61468694,61468900,61472344,61473458,61475645,61483518,61484007,61484186,61484338,61486845,61492531,61493118,61505299,61505522,61507378,61508224,61510279,61510543,61512009,61515811,61520598,61522083,61522302,61523934,61528085,61528488,61538674,61538918,61541719,61542009,61544788,61546307,61552509,61558410,61561016,61566485,61566700,61570949,61575004,61575890,61576384,61577394,61577702,61597455,61597632,61605497,61607303,61610403,61621987,61622317,61632842,61647880,61697784,","61415844,61416204,61417549,61417793,61420115,61430398,61431515,61431736,61433259,61434021,61436112,61439064,61441829,61447592,61448741,61449798,61450299,61450431,61454353,61455854,61456130,61456768,61459667,61463045,61463208,61463371,61463524,61468790,61468954,61472423,61473612,61475818,61483613,61484085,61484243,61484485,61486911,61492692,61493302,61505420,61505578,61507483,61508377,61510404,61510584,61512092,61516012,61520685,61522167,61522425,61524060,61528295,61528589,61538822,61539045,61541879,61542109,61544902,61546462,61552592,61558506,61561106,61566613,61566816,61571164,61575615,61576021,61576420,61577524,61577828,61597548,61597714,61605559,61607496,61610471,61622137,61622368,61633263,61647968,61697849,",Q70CQ2,uc002sbe.3,43329,uc002sbe.3,NM_014709,Q70CQ2,UBP34_HUMAN,USP34,NM_014709,NP_055524,"Homo sapiens ubiquitin specific peptidase 34 (USP34), mRNA.",,
1337,uc011mtp.2,['G2966.1'],['G2581.1'],uc011mtp.2,chrX,-,117031775,117119376,117032870,117119243,8,"117031775,117035795,117043263,117053483,117054200,117079396,117117442,117119202,","117033358,117035909,117044059,117053680,117054333,117079538,117117508,117119376,",Q9P2N7-5,uc011mtp.2,80116,uc011mtp.2,NM_001168299,Q9P2N7-5,Q9P2N7-5,KLHL13,NM_001168299,NP_001161775,"Homo sapiens kelch-like family member 13 (KLHL13), transcript variant 2, mRNA.",,
1338,uc001xhh.4,['G896.1' 'G896.2'],,uc001xhh.4,chr14,+,64970702,64991669,64988222,64990364,4,"64970702,64971494,64977966,64988204,","64970809,64971664,64978102,64991669,",Q9Y2K1,uc001xhh.4,21390,uc001xhh.4,BC050719,Q9Y2K1,ZBTB1_HUMAN,ZBTB1,NM_001123329,NP_001116801,"Homo sapiens zinc finger and BTB domain containing 1 (ZBTB1), transcript variant 1, mRNA.",,
1339,uc002enw.4,['G1122.1'],,uc002enw.4,chr16,-,58553849,58663790,58553849,58553849,50,"58553849,58555086,58557273,58559082,58559892,58561826,58562378,58564149,58565861,58566135,58568050,58570892,58571794,58572061,58572675,58573671,58575404,58576134,58576331,58577510,58579264,58580224,58580575,58581089,58581469,58583622,58585035,58585492,58587685,58589154,58589687,58590765,58592376,58594115,58608512,58608910,58610366,58612602,58614536,58615248,58616696,58616959,58619241,58620448,58621104,58621248,58621683,58622702,58633139,58663631,","58554940,58555221,58557406,58559263,58560042,58562009,58562552,58564251,58565979,58566299,58568299,58571124,58571964,58572170,58572818,58573863,58575524,58576239,58576472,58577807,58579395,58580402,58580653,58581200,58581586,58583802,58585176,58585723,58587764,58589441,58589812,58590897,58592578,58594266,58608664,58609033,58610486,58612843,58614664,58615419,58616807,58617086,58619410,58620652,58621159,58621317,58621782,58622810,58633415,58663790,",uc002enw.4,,29343,uc002enw.4,NR_049763,,,CNOT1,NM_001265612,,"Homo sapiens CCR4-NOT transcription complex, subunit 1 (CNOT1), transcript variant 4, non-coding RNA.",,
1340,uc021pcf.1,['G274.1'],['G184.1'],uc021pcf.1,chr1,-,161417017,161417089,161417017,161417017,1,"161417017,","161417089,",uc021pcf.1,,81112,uc021pcf.1,,,,TRNA_Glu,,,transfer RNA Glu (anticodon CTC),,chr1.tRNA80-GluCTC
1341,uc021tpo.1,['G1156.1' 'G1156.2'],['G1006.1'],uc021tpo.1,chr17,+,8022472,8022545,8022472,8022472,1,"8022472,","8022545,",uc021tpo.1,,81272,uc021tpo.1,,,,TRNA_Lys,,,transfer RNA Lys (anticodon TTT),,chr17.tRNA2-LysTTT
1342,uc010zgx.2,['G1655.1'],,uc010zgx.2,chr2,-,198351307,198364640,198351769,198363572,12,"198351307,198352581,198353040,198353725,198354920,198358047,198358880,198359380,198360017,198361890,198363398,198364505,","198351922,198352760,198353215,198353971,198355020,198358216,198358974,198359476,198360100,198362116,198363574,198364640,",B7Z597,uc010zgx.2,44583,uc010zgx.2,AK298632,B7Z597,B7Z597_HUMAN,HSPD1,NM_199440,NP_955472,"Homo sapiens heat shock 60kDa protein 1 (chaperonin) (HSPD1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",,
1343,uc021uni.1,['G1421.1'],['G1203.1'],uc021uni.1,chr19,-,4724646,4724719,4724646,4724646,1,"4724646,","4724719,",uc021uni.1,,81309,uc021uni.1,,,,TRNA_Val,,,transfer RNA Val (anticodon CAC),,chr19.tRNA13-ValCAC
