,Absolute Distance,Cluster,Dataset,FeatureSubtype,FeatureSubtypeIndex,FeatureType,FeatureTypeIndex,Relative Distance
15379,154.0,G602.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.04097924427887174
11940,0.0,G513.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
11944,0.0,G513.2,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
37797,126.0,G1945.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,10.0,0.00037202820328093445
37897,186.0,G1945.3,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,10.0,0.0005491844905575699
37847,147.0,G1945.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,10.0,0.0004340329038277568
28924,40.0,G1387.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,7.0,0.008413967185527976
29005,85.0,G1387.3,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,4.0,Splice Junction ,8.0,0.01787968026924695
28964,65.0,G1387.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,7.0,0.013672696676482961
98549,55316.0,G2067.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.2682273988013267
32983,24803.0,G1665.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.11917643667115126
32999,24955.0,G1665.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.11990678454737651
95236,3531.0,G1868.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.185607653490328
33082,38.0,G1667.2,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,9.0,Splice Junction ,18.0,0.003898635477582846
33056,71.0,G1667.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,9.0,Splice Junction ,18.0,0.00728429260285216
64956,118.0,G198.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,11.0,0.028872033276241743
64920,78.0,G198.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,11.0,0.019084903352091998
102268,2232.0,G2470.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.3859588448901954
88567,2354.0,G1393.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.021326520443200245
98616,15668.0,G2073.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.07597416451694242
88599,2148.0,G1395.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,8.0,0.019460223412062078
102274,84.0,G2472.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.024786072587784008
39943,9.0,G2075.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,21.0,Splice Junction ,47.0,7.750602824664141e-05
51658,57.0,G2741.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,21.0,0.0012937491488492442
64808,169.0,G196.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,7.0,0.04135062392953266
31007,114.0,G1544.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,2.0,Splice Junction ,5.0,0.006025051530045981
90266,915.0,G1544.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.007818040448746977
90274,955.0,G1544.3,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.00815981270880149
98648,8378.0,G2077.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.04062493938747406
98656,8332.0,G2077.3,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.0404018852920069
40021,30.0,G2077.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.000309607108579213
29208,137.0,G1389.3,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.02881783761043332
29168,99.0,G1389.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.020824568784181742
29128,77.0,G1389.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.016196886832141353
3458,17717.0,G157.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.08544283957464252
76303,14193.0,G664.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.1500047560163607
27021,18583.0,G1277.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,7.0,0.15780668829293976
101806,380.0,G2404.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,24.0,Splice Junction ,48.0,0.0054209047204667685
46239,493.0,G2404.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,19.0,0.04022191400832178
101869,118.0,G2406.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,2.0,Splice Junction ,4.0,0.036737235367372355
62250,1551.0,G168.3,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,6.0,Splice Junction ,13.0,0.06553428824946128
43134,267.0,G2318.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.018287671232876713
40620,3551.0,G2134.1,IonXpress_SFPQ_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,48.0,0.03630953598233093
30928,53.0,G1541.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,6.0,0.015286991635419672
91353,105.0,G1649.2,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,6.0,0.016600790513833993
51227,12585.0,G2729.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.1340241317983834
91276,108.0,G1649.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,2.0,Splice Junction ,5.0,0.01707509881422925
27003,4779.0,G1269.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.10504912843734202
101226,1191.0,G2340.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.10175138829560017
11079,10609.0,G426.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.08458441299581423
11161,10650.0,G426.2,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.0849113015746462
27527,67.0,G1289.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,16.0,0.0008761147579569527
3762,1003.0,G167.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,34.0,Splice Junction ,69.0,0.001267074876166486
85781,45.0,G1243.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.00729099157485418
4178,1143.0,G167.3,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,34.0,Splice Junction ,69.0,0.0014439347791209305
3970,1052.0,G167.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,34.0,Splice Junction ,69.0,0.0013289758422005415
34607,0.0,G1772.1,IonXpress_SFPQ_N,Splice Junction 5'-UTR to 3'-UTR,,Splice Junction ,1.0,0.0
102324,681.0,G2482.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.11775894864257305
102320,651.0,G2482.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.11257132975964032
80248,457.0,G906.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,18.0,0.016203949934404143
38272,4583.0,G1957.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,12.0,Splice Junction ,25.0,0.016843010499777655
87286,9746.0,G1334.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,21.0,Splice Junction ,43.0,0.048385014844161134
85602,744.0,G1235.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.020473871047634772
36040,11469.0,G1876.1,IonXpress_SFPQ_N,Splice Junction Exon from 3'-UTR to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,5.0,0.2663554657562879
101230,373.0,G2342.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.031866723622383596
101232,279.0,G2342.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.02383596753524135
19023,142.0,G775.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.0036013187927973625
25585,100.0,G1178.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,2.0,0.022857142857142857
72905,109.0,G557.2,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,1.0,Splice Junction ,2.0,0.03765112262521589
44061,0.0,G2360.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
101374,18830.0,G2360.2,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,36.0,0.18039335907187953
1200,27.0,G58.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,7.0,0.008525418377012947
82696,1730.0,G1039.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,2.0,Splice Junction ,3.0,0.011031545117744209
102393,42.0,G2490.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.007262666436105828
44725,1699.0,G2362.1,IonXpress_SFPQ_N,Splice Junction Intron from 5'-UTR to 5'-UTR to Exon from 5'-UTR to Coding_Region,1.0,Splice Junction ,4.0,0.0058280135701128215
80054,0.0,G904.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,12.0,0.0
73950,49448.0,G594.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.1570460803587592
73920,49430.0,G594.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.15698891263819503
82553,344.0,G1031.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,7.0,Splice Junction ,14.0,0.009103419074838573
50724,3277.0,G2723.1,IonXpress_SFPQ_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.1340944430804485
41766,2234.0,G2229.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,22.0,0.030335537661420636
1898,192.0,G98.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.015019948368927482
86710,52656.0,G1306.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,2.0,Splice Junction ,3.0,0.10692333465322408
68905,0.0,G470.4,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
60200,48097.0,G94.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.23195486002266644
41679,264.0,G2221.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.026607538802660754
86552,810.0,G1304.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,16.0,Splice Junction ,33.0,0.006838617079657225
80501,7370.0,G928.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.16458240285841894
80517,7407.0,G928.3,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.16540866458240286
80485,7331.0,G928.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.163711478338544
101445,28531.0,G2376.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.12004106413325648
1877,760.0,G96.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,2.0,Splice Junction ,4.0,0.07741672608739941
9221,129.0,G258.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,3.0,Splice Junction ,21.0,0.003387605042016807
73800,41976.0,G590.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.13331512435567214
74130,55501.0,G598.3,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.17627031439070326
74100,55471.0,G598.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.17617503485642963
74070,55426.0,G598.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.17603211555501916
82089,98.0,G1013.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,10.0,0.03223684210526316
82295,72.0,G1013.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,10.0,0.02368421052631579
100189,255267.0,G2199.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,2.0,Splice Junction ,5.0,0.28386908084809204
33279,162.0,G1682.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.027635619242579325
33343,136.0,G1682.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.02320027294438758
21456,109.0,G1023.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.019671539433315285
21502,148.0,G1023.2,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.026709980147987727
101621,3721.0,G2378.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,4.0,Splice Junction ,11.0,0.015655700804032363
100375,1869.0,G2225.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,5.0,Splice Junction ,11.0,0.00824936110485825
4382,14584.0,G181.1,IonXpress_SFPQ_N,Splice Junction Exon from 3'-UTR to 3'-UTR to Intron from 3'-UTR to 3'-UTR,1.0,Splice Junction ,21.0,0.13784238483204475
81852,47.0,G1007.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.013766842413591095
68853,0.0,G464.13,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68851,0.0,G464.12,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
68135,6092.0,G341.1,IonXpress_NONO_N,Splice Junction Intron from 5'-UTR to 5'-UTR to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,2.0,0.11772435649686945
68847,0.0,G464.10,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 3'-UTR to 3'-UTR,,Splice Junction ,2.0,0.0
57678,130.0,G40.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,5.0,0.014611666853995729
100222,179608.0,G2201.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,6.0,0.19973266373234347
40066,1057.0,G2092.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,17.0,Splice Junction ,34.0,0.00776914539400666
100451,13.0,G2233.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,4.0,Splice Junction ,9.0,0.0008077544426494346
10426,158.0,G347.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,24.0,0.003145405319318363
89488,75.0,G1464.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,17.0,0.0127942681678608
101216,3362.0,G2338.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.287227680478428
46927,34066.0,G2423.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,11.0,Splice Junction ,23.0,0.18971825730531686
46688,135.0,G2421.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.07876312718786464
46669,95.0,G2421.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,3.0,0.05542590431738623
50476,84.0,G2674.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,2.0,Splice Junction ,7.0,0.013120899718837863
29567,57.0,G1454.1,IonXpress_SFPQ_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,16.0,0.0007972473984558577
52846,623.0,G2854.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.18383003835939804
89373,78.0,G1452.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,9.0,Splice Junction ,18.0,0.008002462296091105
89399,41.0,G1452.2,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,9.0,Splice Junction ,18.0,0.004206422488970966
80267,254.0,G910.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,2.0,Splice Junction ,5.0,0.01552282588767341
66385,264.0,G234.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,7.0,Splice Junction ,16.0,0.0031899468342194296
10694,41.0,G361.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to 3'-UTR,1.0,Splice Junction ,6.0,0.005716675962074735
33859,125.0,G1707.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.011280570345636676
72663,196.0,G548.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,6.0,0.035201149425287355
83817,31.0,G1104.1,IonXpress_NONO_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,13.0,Splice Junction ,26.0,0.001558337103503745
83902,50.0,G1104.2,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,13.0,Splice Junction ,27.0,0.0025134469411350726
52852,860.0,G2856.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.2537621717320744
101212,3472.0,G2337.1,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.29662537377189235
81600,2847.0,G994.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.07212707742197
81582,2889.0,G994.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.07319112282124038
101214,3427.0,G2337.2,IonXpress_NONO_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.2927808628791115
83971,20784.0,G1124.2,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,4.0,0.34044783698340675
83967,20851.0,G1124.1,IonXpress_NONO_N,Splice Junction Intron from 3'-UTR to 3'-UTR to Exon from 3'-UTR to 3'-UTR,1.0,Splice Junction ,4.0,0.3415453160575931
56503,68.0,G2984.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,4.0,0.002995462754944716
23419,30.0,G1122.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,15.0,Splice Junction ,30.0,0.0009412059986195645
85615,38.0,G1237.1,IonXpress_NONO_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.005034446210916799
55993,122.0,G2980.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,26.0,Splice Junction ,52.0,0.0046730761864634
52889,166.0,G2862.1,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.048982000590144584
52895,87.0,G2862.2,IonXpress_SFPQ_N,Splice Junction Intron in a ncRNA to Exon in a ncRNA,,Splice Junction ,2.0,0.02567128946591915
30969,1257.0,G1543.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,3.0,0.06643412081813857
74580,79179.0,G609.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.25147127480840875
98589,9009.0,G2070.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.22626014014114573
43319,19.0,G2325.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,6.0,0.0005216913783635365
1189,55.0,G58.1,IonXpress_SFPQ_N,Splice Junction Intron from Coding_Region to Coding_Region to Exon from Coding_Region to Coding_Region,3.0,Splice Junction ,6.0,0.017366592990211555
65068,131.0,G200.2,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,15.0,0.03205285050159041
65032,112.0,G200.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,15.0,0.027403963787619282
98613,17982.0,G2072.2,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to 5'-UTR to Intron from 5'-UTR to 5'-UTR,1.0,Splice Junction ,1.0,0.451616143858151
39793,85.0,G2072.1,IonXpress_SFPQ_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,5.0,0.011386470194239785
31225,42.0,G1551.1,IonXpress_SFPQ_N,Splice Junction Exon from Coding_Region to Coding_Region to Intron from Coding_Region to Coding_Region,17.0,Splice Junction ,35.0,0.0002085133001697894
93215,209.0,G1711.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.02622991967871486
99631,7771.0,G2131.1,IonXpress_NONO_N,Splice Junction Exon from 5'-UTR to Coding_Region to Intron from Coding_Region to Coding_Region,1.0,Splice Junction ,1.0,0.051421009098428457
101199,2025.0,G2333.1,IonXpress_NONO_N,Splice Junction Exon in a ncRNA to Intron in a ncRNA,,Splice Junction ,1.0,0.17300299017513884
